testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
1,0,1.0,1.01326584815979,0.006395816802978516,137.35037998327755,split_10,split_10,1
1,0,1.0,1.0103604793548584,0.00738978385925293,98.36587669638459,split_10,split_30,1
1,0,1.0,1.0242624282836914,0.00931859016418457,137.28018694646028,split_10,split_50,1
1,0,1.0,1.4571728706359863,0.03525662422180176,115.08188294331768,split_30,split_10,1
1,0,1.0,1.5462989807128906,0.03675222396850586,111.12789957527607,split_30,split_30,1
1,0,1.0,1.5963773727416992,0.010649442672729492,128.21733141742465,split_30,split_50,1
1,0,1.0,1.745474100112915,0.058919668197631836,113.5005003827167,split_50,split_10,1
1,0,1.0,1.766305923461914,0.07101869583129883,120.65611951671227,split_50,split_30,1
1,0,1.0,1.7565312385559082,0.08289647102355957,118.60061474168236,split_50,split_50,1
2,0,1.0,0.07089352607727051,0.004207134246826172,209.27807662162866,split_10,split_10,2
2,0,1.0,0.11463618278503418,0.0012056827545166016,161.47212475036815,split_10,split_30,2
2,0,1.0,0.08112287521362305,0.0012156963348388672,226.18830387692924,split_10,split_50,2
2,0,1.0,0.8197991847991943,0.00689387321472168,268.41312262173625,split_30,split_10,2
2,0,1.0,0.7974178791046143,0.003698587417602539,232.67941551238408,split_30,split_30,2
2,0,1.0,0.8724923133850098,0.004697322845458984,207.98410912543574,split_30,split_50,2
2,0,1.0,1.1313400268554688,0.007626771926879883,237.81295412661984,split_50,split_10,2
2,0,1.0,1.2507154941558838,0.012640714645385742,238.99731660392223,split_50,split_30,2
2,0,1.0,1.2674319744110107,0.006617069244384766,257.49270756079295,split_50,split_50,2
