testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
withdraw_15d_Cocaine,Maintenance_Cocaine,0.8260869565217391,0.022253751754760742,0.0043108463287353516,105.41080005923791,split_10,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.0401151180267334,0.0035064220428466797,152.3133475635835,split_10,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.03661370277404785,0.0034906864166259766,153.2115927737136,split_10,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.27941176470588236,0.03150033950805664,0.0034873485565185547,145.8948603396645,split_30,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.9117647058823529,0.08197879791259766,0.0040819644927978516,86.56760333886584,split_30,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.09524726867675781,0.003668069839477539,109.4812782536529,split_30,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.16379310344827586,0.02971959114074707,0.0030159950256347656,75.1633370647308,split_50,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.5344827586206896,0.07570123672485352,0.0032339096069335938,147.09687457839408,split_50,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.9137931034482759,0.290008544921875,0.005125284194946289,90.90913421115098,split_50,split_50,withdraw_15d_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.6129032258064516,0.02738642692565918,0.0030171871185302734,20.014109669108194,split_10,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.036760568618774414,0.0031960010528564453,17.58462715260464,split_10,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.03604316711425781,0.003103971481323242,16.034498809789213,split_10,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.25333333333333335,0.026561737060546875,0.003056049346923828,25.54821507491556,split_30,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.8266666666666667,0.06147193908691406,0.003194570541381836,10.95760627016665,split_30,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.08009219169616699,0.0034427642822265625,10.74460979391118,split_30,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.14615384615384616,0.024300098419189453,0.0024650096893310547,20.66537771314478,split_50,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.47692307692307695,0.05585837364196777,0.0028884410858154297,10.209233232366245,split_50,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.8153846153846154,0.26570653915405273,0.004630327224731445,9.604032311128847,split_50,split_50,withdraw_48h_Cocaine
