testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.01822042465209961,0.0010857582092285156,17.975877116141703,split_10,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.01603221893310547,0.0010190010070800781,18.102442181788774,split_10,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.0159304141998291,0.0010085105895996094,15.638270195579906,split_10,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.36496350364963503,0.017633438110351562,0.0010051727294921875,26.45708426516549,split_30,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.045621633529663086,0.0016186237335205078,12.23849268249134,split_30,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.0702517032623291,0.0016298294067382812,12.430099957493454,split_30,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.20833333333333334,0.05787968635559082,0.0009942054748535156,23.225104496853987,split_50,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.6166666666666667,0.06174468994140625,0.001741170883178711,9.628592911911483,split_50,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.08416080474853516,0.0030717849731445312,11.750757681478461,split_50,split_50,withdraw_48h_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.6329113924050633,0.05182218551635742,0.0010051727294921875,37.44791034952999,split_10,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.02871394157409668,0.0011456012725830078,29.164182660183627,split_10,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.029022932052612305,0.0011229515075683594,32.7718966677879,split_10,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.22522522522522523,0.01718616485595703,0.0009953975677490234,41.83257917885811,split_30,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.6666666666666666,0.05505204200744629,0.001714944839477539,29.985399408067508,split_30,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.3031005859375,0.009064674377441406,30.357213270716656,split_30,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.13192612137203166,0.056627750396728516,0.0027132034301757812,61.11350858453213,split_50,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.39050131926121373,0.35176897048950195,0.0056188106536865234,28.628370378499525,split_50,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.6490765171503958,0.3792862892150879,0.009247064590454102,30.62896107847763,split_50,split_50,withdraw_15d_Cocaine
