testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
BRD3379_24,control,1.0,0.017063617706298828,0.001035928726196289,88.99189495650933,split_10,split_10,BRD3379_24
BRD3379_24,control,1.0,0.018059492111206055,0.0009915828704833984,68.41673780948383,split_10,split_30,BRD3379_24
BRD3379_24,control,1.0,0.0169219970703125,0.0009596347808837891,93.87658096657208,split_10,split_50,BRD3379_24
BRD3379_24,control,0.3402061855670103,0.01803755760192871,0.0009565353393554688,85.17847834340114,split_30,split_10,BRD3379_24
BRD3379_24,control,1.0,0.0639193058013916,0.0012786388397216797,86.38369312386448,split_30,split_30,BRD3379_24
BRD3379_24,control,1.0,0.08205056190490723,0.0012583732604980469,90.35484718295282,split_30,split_50,BRD3379_24
BRD3379_24,control,0.19642857142857142,0.029705047607421875,0.0009648799896240234,88.7780790146403,split_50,split_10,BRD3379_24
BRD3379_24,control,0.6190476190476191,0.06165623664855957,0.0013089179992675781,97.1542704881839,split_50,split_30,BRD3379_24
BRD3379_24,control,1.0,0.09542298316955566,0.0019974708557128906,88.3017646976956,split_50,split_50,BRD3379_24
BRD3379_6,control,1.0,0.051262855529785156,0.0009648799896240234,156.38184012647457,split_10,split_10,BRD3379_6
BRD3379_6,control,1.0,0.017298460006713867,0.0009696483612060547,212.44144644912626,split_10,split_30,BRD3379_6
BRD3379_6,control,1.0,0.017995357513427734,0.0009403228759765625,116.3767850165126,split_10,split_50,BRD3379_6
BRD3379_6,control,0.42857142857142855,0.016785383224487305,0.0009653568267822266,170.27525870912723,split_30,split_10,BRD3379_6
BRD3379_6,control,1.0,0.041747093200683594,0.0011515617370605469,187.64381294032853,split_30,split_30,BRD3379_6
BRD3379_6,control,1.0,0.04118156433105469,0.0011377334594726562,215.26546601981863,split_30,split_50,BRD3379_6
BRD3379_6,control,0.275,0.016602277755737305,0.0009622573852539062,194.70978688962157,split_50,split_10,BRD3379_6
BRD3379_6,control,0.8666666666666667,0.059937238693237305,0.0013070106506347656,202.31264752170523,split_50,split_30,BRD3379_6
BRD3379_6,control,1.0,0.08272600173950195,0.0014367103576660156,188.39867820164017,split_50,split_50,BRD3379_6
