testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
Idasanutlin_24,control,1,0.02174067497253418,0.0011970996856689453,64.20622869982049,split_10,split_10,Idasanutlin_24
Idasanutlin_24,control,1,0.044541358947753906,0.0015940666198730469,35.52127885198007,split_10,split_30,Idasanutlin_24
Idasanutlin_24,control,1,0.0713047981262207,0.0023031234741210938,34.780827905504054,split_10,split_50,Idasanutlin_24
Idasanutlin_24,control,1,0.03885388374328613,0.001336812973022461,48.21978324641054,split_30,split_10,Idasanutlin_24
Idasanutlin_24,control,1,0.058998823165893555,0.0018241405487060547,25.165109303479937,split_30,split_30,Idasanutlin_24
Idasanutlin_24,control,1,0.07866239547729492,0.0025758743286132812,24.21767855470131,split_30,split_50,Idasanutlin_24
Idasanutlin_24,control,1,0.04420065879821777,0.0014996528625488281,51.81468503127621,split_50,split_10,Idasanutlin_24
Idasanutlin_24,control,1,0.06640148162841797,0.002135753631591797,27.372675502036145,split_50,split_30,Idasanutlin_24
Idasanutlin_24,control,1,0.08528423309326172,0.003052949905395508,27.439404904377113,split_50,split_50,Idasanutlin_24
Idasanutlin_6,control,1,0.023052692413330078,0.0012104511260986328,119.66637134128916,split_10,split_10,Idasanutlin_6
Idasanutlin_6,control,1,0.04540228843688965,0.001558542251586914,72.05324209332963,split_10,split_30,Idasanutlin_6
Idasanutlin_6,control,1,0.07129073143005371,0.0023086071014404297,75.64910402962681,split_10,split_50,Idasanutlin_6
Idasanutlin_6,control,1,0.037041664123535156,0.0013227462768554688,139.52546564172894,split_30,split_10,Idasanutlin_6
Idasanutlin_6,control,1,0.056836843490600586,0.001775979995727539,89.60696712482866,split_30,split_30,Idasanutlin_6
Idasanutlin_6,control,1,0.07595205307006836,0.0026137828826904297,94.93243368643562,split_30,split_50,Idasanutlin_6
Idasanutlin_6,control,1,0.04055976867675781,0.0014603137969970703,130.67478145153717,split_50,split_10,Idasanutlin_6
Idasanutlin_6,control,1,0.06233930587768555,0.002031087875366211,82.79590784225456,split_50,split_30,Idasanutlin_6
Idasanutlin_6,control,1,0.08241724967956543,0.0029249191284179688,88.04644617257236,split_50,split_50,Idasanutlin_6
