testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.1533527374267578,0.001371622085571289,147.5449832614722,split_10,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.015569686889648438,0.0011014938354492188,153.53263836440306,split_10,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.021039724349975586,0.0012972354888916016,156.93608600782727,split_10,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.015951156616210938,0.0011827945709228516,99.17385477235902,split_30,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.022441625595092773,0.0012972354888916016,103.64195456565812,split_30,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.029119014739990234,0.0013759136199951172,106.34061082307366,split_30,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.02445507049560547,0.0012645721435546875,95.35629731582588,split_50,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.032166242599487305,0.0013883113861083984,101.36822363236166,split_50,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.0327296257019043,0.0015423297882080078,104.23858445684569,split_50,split_50,withdraw_15d_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.010118961334228516,0.0011093616485595703,19.00574027265202,split_10,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.015144109725952148,0.0011639595031738281,12.507380563543649,split_10,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.025849103927612305,0.0012810230255126953,10.983736132835745,split_10,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.015842199325561523,0.0011744499206542969,15.35484528111995,split_30,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.02617168426513672,0.00127410888671875,10.871550679432417,split_30,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.027485370635986328,0.001390218734741211,10.132505786517655,split_30,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.026570558547973633,0.0013360977172851562,13.843771176709325,split_50,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.027431249618530273,0.0014295578002929688,12.012957369304218,split_50,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.029771804809570312,0.0015864372253417969,11.998931589303247,split_50,split_50,withdraw_48h_Cocaine
