testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
withdraw_15d_Cocaine,Maintenance_Cocaine,0.2847826086956522,0.26090431213378906,0.0023012161254882812,53.538005548571334,split_10,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.8260869565217391,0.38080430030822754,0.006575822830200195,52.85920536549946,split_10,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1.0,0.4643692970275879,0.009069204330444336,51.5748682328836,split_10,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.09350463954318344,0.34822988510131836,0.001687765121459961,56.09174038491625,split_30,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.27123483226266953,0.46828532218933105,0.0249783992767334,56.43583428571975,split_30,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.4568165596002855,1.1209845542907715,0.0369565486907959,53.76571324455381,split_30,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.05492662473794549,0.40683412551879883,0.006381988525390625,57.10491225852394,split_50,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.15932914046121593,0.7948236465454102,0.018187522888183594,52.16385719999579,split_50,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,0.26834381551362685,0.6942789554595947,0.029526710510253906,55.46205147650227,split_50,split_50,withdraw_15d_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.7528735632183908,0.19928359985351562,0.002478361129760742,11.995293389011294,split_10,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.13589000701904297,0.002916574478149414,12.547520058667885,split_10,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.12172102928161621,0.002718210220336914,10.380300908552442,split_10,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.2746331236897275,0.09776806831359863,0.0020422935485839844,11.562827695698218,split_30,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.7966457023060797,0.22564029693603516,0.007328987121582031,8.190092694952114,split_30,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1.0,0.27817296981811523,0.011467456817626953,6.669655735161086,split_30,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.16014669926650366,0.16424870491027832,0.0019066333770751953,11.939948323957765,split_50,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.46454767726161367,0.22594451904296875,0.007332324981689453,11.534835593371042,split_50,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,0.78239608801956,0.4284524917602539,0.019057512283325195,9.313830897292803,split_50,split_50,withdraw_48h_Cocaine
