testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.01573777198791504,0.0011897087097167969,17.285368039380785,split_10,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.028402090072631836,0.0014317035675048828,11.92285359981139,split_10,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.03439021110534668,0.0018374919891357422,11.608804409816344,split_10,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.028828144073486328,0.0014002323150634766,19.054422233978016,split_30,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.0327303409576416,0.00180816650390625,12.771457997259603,split_30,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.04493093490600586,0.0023186206817626953,12.40903859247534,split_30,split_50,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.040162086486816406,0.0018277168273925781,18.04770185032389,split_50,split_10,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.04526209831237793,0.002305269241333008,12.13632580501401,split_50,split_30,withdraw_48h_Cocaine
withdraw_48h_Cocaine,Maintenance_Cocaine,1,0.05087018013000488,0.0030469894409179688,11.800597730068944,split_50,split_50,withdraw_48h_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.021595478057861328,0.001264333724975586,33.82559280112625,split_10,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.03133440017700195,0.0015506744384765625,28.2104781367878,split_10,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.041602134704589844,0.0019845962524414062,27.76198994594455,split_10,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.04149961471557617,0.0017354488372802734,36.03020954647225,split_30,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.04690408706665039,0.0022509098052978516,29.938935408383145,split_30,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.05426168441772461,0.0029287338256835938,29.36155291422442,split_30,split_50,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.053438663482666016,0.0028493404388427734,37.62666317086172,split_50,split_10,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.06370949745178223,0.003542661666870117,31.533390637597407,split_50,split_30,withdraw_15d_Cocaine
withdraw_15d_Cocaine,Maintenance_Cocaine,1,0.07686018943786621,0.00469660758972168,30.94437827184042,split_50,split_50,withdraw_15d_Cocaine
