testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
D2,control,0.3757828810020877,0.1551351547241211,0.00587153434753418,69.97596250488398,split_10,split_10,D2
D2,control,1.0,0.2265470027923584,0.03593087196350098,68.49796281947326,split_10,split_30,D2
D2,control,1.0,0.2236325740814209,0.035830020904541016,70.96152071192721,split_10,split_50,D2
D2,control,0.12644889357218125,0.07813143730163574,0.005793094635009766,65.06909303418955,split_30,split_10,D2
D2,control,0.3909378292939937,0.23984313011169434,0.04861140251159668,64.65512013883605,split_30,split_30,D2
D2,control,0.6596417281348789,0.2224712371826172,0.1415414810180664,68.44556311300148,split_30,split_50,D2
D2,control,0.07572570466975179,0.07741069793701172,0.005827426910400391,62.11680512957109,split_50,split_10,D2
D2,control,0.23411863693731594,0.15627336502075195,0.04855608940124512,66.61020200653661,split_50,split_30,D2
D2,control,0.3950357593605385,0.22306489944458008,0.13970375061035156,65.55095741189608,split_50,split_50,D2
D9,control,1.0,0.06908082962036133,0.0043544769287109375,172.00371806706394,split_10,split_10,D9
D9,control,1.0,0.12961149215698242,0.0043048858642578125,181.85897960942964,split_10,split_30,D9
D9,control,1.0,0.07329177856445312,0.004271268844604492,178.2183190917529,split_10,split_50,D9
D9,control,0.3879310344827586,0.07767653465270996,0.005795717239379883,175.25531309599015,split_30,split_10,D9
D9,control,1.0,0.14851903915405273,0.033812522888183594,179.15481976265727,split_30,split_30,D9
D9,control,1.0,0.14331650733947754,0.033663272857666016,174.39443794906327,split_30,split_50,D9
D9,control,0.23331173039533376,0.1265251636505127,0.005790233612060547,175.41586307319892,split_50,split_10,D9
D9,control,0.7213220998055736,0.24697422981262207,0.048615217208862305,176.41674334718113,split_50,split_30,D9
D9,control,1.0,0.20619511604309082,0.09504008293151855,176.11857161955135,split_50,split_50,D9
D8.5,control,1.0,0.06955313682556152,0.005663633346557617,204.78778780279794,split_10,split_10,D8.5
D8.5,control,1.0,0.11501765251159668,0.005573272705078125,208.55849917613722,split_10,split_30,D8.5
D8.5,control,1.0,0.07995438575744629,0.005602359771728516,203.78370607266214,split_10,split_50,D8.5
D8.5,control,0.34026465028355385,0.15188932418823242,0.0057866573333740234,205.46756464371146,split_30,split_10,D8.5
D8.5,control,1.0,0.2528090476989746,0.04386091232299805,198.68691593336698,split_30,split_30,D8.5
D8.5,control,1.0,0.4172043800354004,0.043393850326538086,196.95749921900187,split_30,split_50,D8.5
D8.5,control,0.20122973728339855,0.3000016212463379,0.005802154541015625,195.41038914807743,split_50,split_10,D8.5
D8.5,control,0.6221352711011738,0.35280537605285645,0.04852437973022461,196.40867497482287,split_50,split_30,D8.5
D8.5,control,1.0,0.4250926971435547,0.12819457054138184,197.8062894565038,split_50,split_50,D8.5
D15,control,0.8910891089108911,0.25244140625,0.005852937698364258,165.74520199853197,split_10,split_10,D15
D15,control,1.0,0.08711934089660645,0.007058143615722656,161.83954991273987,split_10,split_30,D15
D15,control,1.0,0.08884835243225098,0.00706028938293457,163.16296964823266,split_10,split_50,D15
D15,control,0.29900332225913623,0.12728261947631836,0.00579380989074707,155.77154257656338,split_30,split_10,D15
D15,control,0.9244186046511628,0.25760340690612793,0.04868197441101074,170.785875954532,split_30,split_30,D15
D15,control,1.0,0.18271803855895996,0.05641579627990723,170.85739063338588,split_30,split_50,D15
D15,control,0.1794616151545364,0.07983088493347168,0.005842924118041992,175.82102634606875,split_50,split_10,D15
D15,control,0.5548354935194417,0.17614412307739258,0.048635005950927734,174.41115079351076,split_50,split_30,D15
D15,control,0.9361914257228315,0.3342108726501465,0.14008498191833496,169.65827226143955,split_50,split_50,D15
D10.5,control,1.0,0.06218695640563965,0.0028769969940185547,136.21938785274995,split_10,split_10,D10.5
D10.5,control,1.0,0.0986483097076416,0.002817869186401367,140.45930609321056,split_10,split_30,D10.5
D10.5,control,1.0,0.05981159210205078,0.0028104782104492188,133.50681618305265,split_10,split_50,D10.5
D10.5,control,0.5911330049261084,0.07671666145324707,0.005803823471069336,147.038677079686,split_30,split_10,D10.5
D10.5,control,1.0,0.11180591583251953,0.015024900436401367,144.47431568010632,split_30,split_30,D10.5
D10.5,control,1.0,0.11372017860412598,0.015202522277832031,145.76670546535644,split_30,split_50,D10.5
D10.5,control,0.36923076923076925,0.1376197338104248,0.005806922912597656,158.41684581172694,split_50,split_10,D10.5
D10.5,control,1.0,0.14887785911560059,0.037450313568115234,150.0224412874933,split_50,split_30,D10.5
D10.5,control,1.0,0.16973423957824707,0.03767848014831543,148.1031435130899,split_50,split_50,D10.5
D2.5,control,0.49382716049382713,0.07813429832458496,0.005828380584716797,62.923549444374956,split_10,split_10,D2.5
D2.5,control,1.0,0.12336277961730957,0.0213625431060791,63.61312574573866,split_10,split_30,D2.5
D2.5,control,1.0,0.1175239086151123,0.021136760711669922,61.60106410625326,split_10,split_50,D2.5
D2.5,control,0.16682113067655235,0.15598297119140625,0.005741119384765625,61.31283791288861,split_30,split_10,D2.5
D2.5,control,0.5157553290083411,0.15593743324279785,0.04863905906677246,65.2660354732446,split_30,split_30,D2.5
D2.5,control,0.8702502316960148,0.22596049308776855,0.1396489143371582,63.81325366703055,split_30,split_50,D2.5
D2.5,control,0.1006993006993007,0.07338523864746094,0.0058367252349853516,64.5582283995524,split_50,split_10,D2.5
D2.5,control,0.3113286713286713,0.16011619567871094,0.0487828254699707,65.40804670479126,split_50,split_30,D2.5
D2.5,control,0.5253146853146853,0.2567312717437744,0.13946819305419922,64.17252270691091,split_50,split_50,D2.5
D17.5,control,0.9183673469387755,0.0811464786529541,0.005862712860107422,197.55489511041839,split_10,split_10,D17.5
D17.5,control,1.0,0.08789443969726562,0.006636381149291992,197.73629787728714,split_10,split_30,D17.5
D17.5,control,1.0,0.08834195137023926,0.0066339969635009766,198.8688139976669,split_10,split_50,D17.5
D17.5,control,0.2845849802371542,0.13183212280273438,0.005804300308227539,194.83586647887103,split_30,split_10,D17.5
D17.5,control,0.8798418972332016,0.1834564208984375,0.048790931701660156,199.06429229526537,split_30,split_30,D17.5
D17.5,control,1.0,0.19946742057800293,0.06329131126403809,199.2768207485633,split_30,split_50,D17.5
D17.5,control,0.1794616151545364,0.16280794143676758,0.005815744400024414,200.87605503152412,split_50,split_10,D17.5
D17.5,control,0.5548354935194417,0.20517635345458984,0.048915863037109375,204.04693183973535,split_50,split_30,D17.5
D17.5,control,0.9361914257228315,0.27194905281066895,0.13951587677001953,200.93762840197905,split_50,split_50,D17.5
D3,control,0.5521472392638037,0.07624411582946777,0.005805015563964844,86.06894893183673,split_10,split_10,D3
D3,control,1.0,0.11646771430969238,0.01702713966369629,89.21495624667789,split_10,split_30,D3
D3,control,1.0,0.1137232780456543,0.016826152801513672,85.71837841645315,split_10,split_50,D3
D3,control,0.18108651911468812,0.08362817764282227,0.005781412124633789,86.5494909149315,split_30,split_10,D3
D3,control,0.5598591549295775,0.17375731468200684,0.04873490333557129,87.45021248354533,split_30,split_30,D3
D3,control,0.9446680080482898,0.24307656288146973,0.13951635360717773,87.7282941904459,split_30,split_50,D3
D3,control,0.10582010582010581,0.07758378982543945,0.005882740020751953,91.72028275853236,split_50,split_10,D3
D3,control,0.3271604938271605,0.1739962100982666,0.0488889217376709,89.91759293047512,split_50,split_30,D3
D3,control,0.5520282186948854,0.24772858619689941,0.1394801139831543,89.65004611748184,split_50,split_50,D3
D17,control,0.8977556109725686,0.0848855972290039,0.005866289138793945,244.50683904247427,split_10,split_10,D17
D17,control,1.0,0.09363651275634766,0.006978034973144531,243.6873251664906,split_10,split_30,D17
D17,control,1.0,0.09691452980041504,0.0069463253021240234,243.4411700180302,split_10,split_50,D17
D17,control,0.32114183764495985,0.08556127548217773,0.005787849426269531,215.2583238754659,split_30,split_10,D17
D17,control,0.9928635147190009,0.1914536952972412,0.048879146575927734,230.40050513558333,split_30,split_30,D17
D17,control,1.0,0.1924729347229004,0.049498558044433594,232.07526377441258,split_30,split_50,D17
