testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
BRD3379_24,control,1.0,0.017334699630737305,0.0011641979217529297,86.72091227355884,split_10,split_10,BRD3379_24
BRD3379_24,control,1.0,0.016585350036621094,0.0009546279907226562,91.44732474915838,split_10,split_30,BRD3379_24
BRD3379_24,control,1.0,0.016588211059570312,0.0009458065032958984,111.38039374665982,split_10,split_50,BRD3379_24
BRD3379_24,control,0.4,0.01947617530822754,0.0009565353393554688,63.45469159334107,split_30,split_10,BRD3379_24
BRD3379_24,control,1.0,0.24264788627624512,0.00422215461730957,61.82043319182799,split_30,split_30,BRD3379_24
BRD3379_24,control,1.0,0.3478217124938965,0.003782510757446289,64.15911557579534,split_30,split_50,BRD3379_24
BRD3379_24,control,0.23376623376623376,0.050179481506347656,0.0025904178619384766,64.85021174002418,split_50,split_10,BRD3379_24
BRD3379_24,control,0.6428571428571429,0.3242347240447998,0.003080129623413086,72.78554383350934,split_50,split_30,BRD3379_24
BRD3379_24,control,1.0,0.34593653678894043,0.0036220550537109375,58.53576124259132,split_50,split_50,BRD3379_24
BRD3379_6,control,1.0,0.0250241756439209,0.0016579627990722656,229.67943164634767,split_10,split_10,BRD3379_6
BRD3379_6,control,1.0,0.024709463119506836,0.0016837120056152344,230.93223982983739,split_10,split_30,BRD3379_6
BRD3379_6,control,1.0,0.02658700942993164,0.001672983169555664,237.55151945773878,split_10,split_50,BRD3379_6
BRD3379_6,control,0.5806451612903226,0.03074789047241211,0.0016360282897949219,159.6642147026405,split_30,split_10,BRD3379_6
BRD3379_6,control,1.0,0.055341243743896484,0.0017278194427490234,192.85074733999522,split_30,split_30,BRD3379_6
BRD3379_6,control,1.0,0.05233311653137207,0.0016720294952392578,139.06611972103065,split_30,split_50,BRD3379_6
BRD3379_6,control,0.34951456310679613,0.027503252029418945,0.0014886856079101562,209.78991294631567,split_50,split_10,BRD3379_6
BRD3379_6,control,0.9611650485436893,0.2680079936981201,0.003643035888671875,192.00136262705882,split_50,split_30,BRD3379_6
BRD3379_6,control,1.0,0.3259732723236084,0.00513148307800293,200.31502998560518,split_50,split_50,BRD3379_6
