testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
1,control,0.19857043235704325,0.8822722434997559,0.052323341369628906,19.242094390482436,split_10,split_10,1
1,control,0.6183751743375174,2.178084373474121,0.5765180587768555,18.481705573674247,split_10,split_30,1
1,control,1.0,2.9202730655670166,1.44602370262146,16.953921986329135,split_10,split_50,1
1,control,0.06621708040230219,1.2044100761413574,0.052521467208862305,23.78524812262478,split_30,split_10,1
1,control,0.20620894134061973,2.2649707794189453,0.5713281631469727,18.309113054727305,split_30,split_30,1
1,control,0.3462008022789373,3.381880044937134,1.6898870468139648,17.01043559730408,split_30,split_50,1
1,control,0.039437692600671724,0.8724236488342285,0.05379939079284668,17.98215648263968,split_50,split_10,1
1,control,0.1228143069838302,2.048363208770752,0.5576460361480713,21.63614480669031,split_50,split_30,1
1,control,0.2061909213669887,3.23649263381958,1.6883513927459717,18.455096139336234,split_50,split_50,1
2,control,0.28186092551348674,0.8345682621002197,0.05114459991455078,47.9691352633439,split_10,split_10,2
2,control,0.8777530314278644,1.9057936668395996,0.5947716236114502,50.370038237654086,split_10,split_30,2
2,control,1.0,2.043226480484009,0.7419760227203369,48.77893226006742,split_10,split_50,2
2,control,0.090938123752495,0.677905797958374,0.05155682563781738,51.74568233185386,split_30,split_10,2
2,control,0.2831936127744511,1.9908854961395264,0.5695104598999023,53.469689520223824,split_30,split_30,2
2,control,0.4754491017964072,2.942720651626587,1.6978847980499268,49.68622896896497,split_30,split_50,2
2,control,0.05450282323667337,0.7058422565460205,0.05136609077453613,47.02041662647093,split_50,split_10,2
2,control,0.16972916068523303,2.0165131092071533,0.5847864151000977,50.298665900591544,split_50,split_30,2
2,control,0.28495549813379273,2.9661848545074463,1.6828389167785645,46.43260523115117,split_50,split_50,2
