testgroup,reference,relative_support,time_pca,time_edist_test,distance,group_by_split,group_by_split_reference,test_group
D2,control,1,0.10179328918457031,0.018453359603881836,68.17319776143874,split_10,split_10,D2
D2,control,1,0.1541588306427002,0.04431581497192383,68.72346469176927,split_10,split_30,D2
D2,control,1,0.18703174591064453,0.08515501022338867,67.76994231023836,split_10,split_50,D2
D2,control,1,0.1787569522857666,0.12727141380310059,67.75771140059987,split_30,split_10,D2
D2,control,1,0.21483898162841797,0.17328095436096191,68.40803604867742,split_30,split_30,D2
D2,control,1,0.2536022663116455,0.2355332374572754,67.4720091976124,split_30,split_50,D2
D2,control,1,0.24846744537353516,0.33028483390808105,66.23497644995982,split_50,split_10,D2
D2,control,1,0.2836015224456787,0.40403318405151367,66.94879189566072,split_50,split_30,D2
D2,control,1,0.3946361541748047,0.49175405502319336,66.04394660607555,split_50,split_50,D2
D9,control,1,0.0639040470123291,0.0051462650299072266,172.68189235365858,split_10,split_10,D9
D9,control,1,0.12256407737731934,0.02173304557800293,175.28570138814032,split_10,split_30,D9
D9,control,1,0.16482019424438477,0.05315256118774414,174.33412597304545,split_10,split_50,D9
D9,control,1,0.09486031532287598,0.017529964447021484,174.40581736822952,split_30,split_10,D9
D9,control,1,0.1620934009552002,0.04086709022521973,177.14821743363532,split_30,split_30,D9
D9,control,1,0.19864678382873535,0.08149290084838867,176.21442636522153,split_30,split_50,D9
D9,control,1,0.1441516876220703,0.03996872901916504,174.79802060556608,split_50,split_10,D9
D9,control,1,0.18529295921325684,0.07248902320861816,177.57923900060763,split_50,split_30,D9
D9,control,1,0.22320199012756348,0.11644530296325684,176.6494870681616,split_50,split_50,D9
D8.5,control,1,0.07934427261352539,0.005787849426269531,204.32258001148992,split_10,split_10,D8.5
D8.5,control,1,0.12949395179748535,0.023116111755371094,206.21605527472667,split_10,split_30,D8.5
D8.5,control,1,0.1712956428527832,0.05521345138549805,205.77322290686254,split_10,split_50,D8.5
D8.5,control,1,0.1248016357421875,0.02134108543395996,196.6789088550917,split_30,split_10,D8.5
D8.5,control,1,0.34963130950927734,0.047861576080322266,198.6191241192811,split_30,split_30,D8.5
D8.5,control,1,0.21103286743164062,0.08878397941589355,198.17851000536172,split_30,split_50,D8.5
D8.5,control,1,0.14884376525878906,0.05225014686584473,196.18349047964608,split_50,split_10,D8.5
D8.5,control,1,0.208021879196167,0.08736777305603027,198.1519974775216,split_50,split_30,D8.5
D8.5,control,1,0.2462148666381836,0.13366031646728516,197.71417061562477,split_50,split_50,D8.5
