testgroup,reference,relative_support,time_pca,time_edist_test,distance,test_group,group_by_split,len_subset
1.0,0.0,1,0.5072848796844482,1.0693767070770264,0.04705584269396468,D2,split_50,9670
1.0,0.0,1,0.4811127185821533,1.1286780834197998,0.15842519825405077,D2,split_10,9670
1.0,0.0,1,0.4449031352996826,1.1593685150146484,0.1552309015657869,D2,split_30,9670
1.0,0.0,1,0.2782559394836426,0.09886527061462402,0.09449560529476742,D9,split_50,3079
1.0,0.0,1,0.2781178951263428,0.11258983612060547,0.6897298685126287,D9,split_10,3079
1.0,0.0,1,0.1947462558746338,0.10222840309143066,0.13652415021196873,D9,split_30,3079
1.0,0.0,1,0.2626340389251709,0.125230073928833,0.16199299420452462,D8.5,split_50,3573
1.0,0.0,1,0.21251940727233887,0.15477824211120605,0.573823202517417,D8.5,split_10,3573
1.0,0.0,1,0.2129967212677002,0.13775849342346191,0.17570677194456152,D8.5,split_30,3573
1.0,0.0,1,0.3958747386932373,0.15343332290649414,0.19114403342553032,D15,split_50,3923
1.0,0.0,1,0.38965296745300293,0.1952836513519287,2.366613553444097,D15,split_10,3923
1.0,0.0,1,0.38840341567993164,0.16469049453735352,0.7443771066545537,D15,split_30,3923
1.0,0.0,1,0.1657555103302002,0.038953542709350586,0.48240178324664384,D10.5,split_50,1986
1.0,0.0,1,0.24608159065246582,0.04624176025390625,4.58016715428721,D10.5,split_10,1986
1.0,0.0,1,0.16982007026672363,0.04179811477661133,0.669728794709556,D10.5,split_30,1986
1.0,0.0,1,0.4296896457672119,0.538748025894165,0.07139684216332398,D2.5,split_50,6916
1.0,0.0,1,0.4335191249847412,0.6388044357299805,0.052899916137391756,D2.5,split_10,6916
1.0,0.0,1,0.38115930557250977,0.5591154098510742,0.038238584768294004,D2.5,split_30,6916
1.0,0.0,1,0.3772428035736084,0.16953730583190918,0.3971218930940381,D17.5,split_50,4069
1.0,0.0,1,0.3850984573364258,0.21370959281921387,1.2715059151851733,D17.5,split_10,4069
1.0,0.0,1,0.3154740333557129,0.1746368408203125,0.4094924962356572,D17.5,split_30,4069
1.0,0.0,1,0.4575634002685547,0.5227079391479492,0.06595305323148182,D3,split_50,6821
1.0,0.0,1,0.4591672420501709,0.6255896091461182,0.5239917151729117,D3,split_10,6821
1.0,0.0,1,0.4065725803375244,0.563232421875,0.18791085164795618,D3,split_30,6821
1.0,0.0,1,0.2944808006286621,0.13360285758972168,1.2749642825464207,D17,split_50,3678
1.0,0.0,1,0.3126227855682373,0.16450285911560059,1.1528634376194304,D17,split_10,3678
1.0,0.0,1,0.3178837299346924,0.15099358558654785,0.4716902593798977,D17,split_30,3678
1.0,0.0,1,0.40719103813171387,0.4691457748413086,0.08330935067891687,D5.5,split_50,6550
1.0,0.0,1,0.4062209129333496,0.5494699478149414,0.22043078567193675,D5.5,split_10,6550
1.0,0.0,1,0.4349079132080078,0.5255322456359863,0.10845654834048446,D5.5,split_30,6550
1.0,0.0,1,0.24809002876281738,0.04987049102783203,1.0337903512983075,D12.5,split_50,2253
1.0,0.0,1,0.24861454963684082,0.06010270118713379,2.538295193750514,D12.5,split_10,2253
1.0,0.0,1,0.3277561664581299,0.053047895431518555,3.050248210056907,D12.5,split_30,2253
1.0,0.0,1,0.18080711364746094,0.05486559867858887,0.29934725216827474,D13.5,split_50,2373
1.0,0.0,1,0.1807844638824463,0.06859731674194336,1.3961611299185392,D13.5,split_10,2373
1.0,0.0,1,0.18135714530944824,0.06001591682434082,0.263134676823654,D13.5,split_30,2373
1.0,0.0,1,0.41730189323425293,0.24387454986572266,0.2562054402430931,D15.5,split_50,4851
