test_group,group_by_split,group_by_split_reference,k,p,z,s
D1.5,split_10,split_1,100,6.5842121912359574e-15,-8.963531622711596,0.9955555555555555
D1.5,split_30,split_10,100,1.4416329819433872e-107,-20.02049799874602,0.9989071038251366
D1.5,split_30,split_30,100,2.240067682924266e-196,-27.566600874950577,1.0
D1.5,split_30,split_50,100,2.917040830376254e-242,-33.25997987792014,0.9995889847924373
D1.5,split_30,split_1,100,5.613467683909741e-22,-14.907610390041306,1.0
D1.5,split_50,split_10,100,4.9812702493281953e-144,-24.5328652282358,0.9992429977289932
D1.5,split_50,split_30,100,5.0934047529271e-268,-30.89943389525139,1.0
D1.5,split_50,split_50,100,0.0,-36.2563511249431,0.9996477632969355
D1.5,split_50,split_1,100,1.1084812250785177e-25,-19.452300532887524,1.0
D1.5,split_1,split_10,100,1.0402187627538706e-06,-8.606814423842447,1.0
D1.5,split_1,split_30,100,1.5770549578157545e-09,-16.270719841120382,0.9991142604074402
D1.5,split_1,split_50,100,3.1254307231577093e-10,-19.758524819523835,1.0
D1.5,split_1,split_1,100,0.00047411586012374555,-3.762247267857936,0.9811320754716981
D14.5,split_10,split_10,100,3.392767414238829e-87,-17.449426699397844,1.0
D14.5,split_10,split_30,100,1.4871660726839213e-144,-26.05764750401322,0.9992821249102656
D14.5,split_10,split_50,100,2.3393250087789213e-171,-32.353121176209406,1.0
D14.5,split_10,split_1,100,2.4138329669442003e-23,-12.317649885113664,0.9968454258675079
D14.5,split_30,split_10,100,3.5512956056489294e-153,-24.13403081508997,0.9991546914623838
D14.5,split_30,split_30,100,4.484064432783225e-279,-30.924244286384468,1.0
D14.5,split_30,split_50,100,0.0,-36.62555206102669,0.9996297667530544
D14.5,split_30,split_1,100,1.8148132907015286e-31,-20.40618373362088,1.0
D14.5,split_50,split_10,100,1.0679929935482784e-192,-29.437014145859038,0.9994222992489891
D14.5,split_50,split_30,100,0.0,-35.07734850782932,1.0
D14.5,split_50,split_50,100,0.0,-40.203976252744916,0.9996922129886119
D14.5,split_50,split_1,100,2.186791351377036e-35,-26.134554950219346,1.0
D14.5,split_1,split_10,100,4.512230921412586e-20,-14.118651518384818,1.0
D14.5,split_1,split_30,100,3.5309309481097634e-19,-21.108642496440403,0.9991204925241864
D14.5,split_1,split_50,100,3.4308204089575686e-24,-28.829192912754017,1.0
D14.5,split_1,split_1,100,8.876664067206356e-08,-5.150154299309682,0.9836065573770492
D16,split_10,split_10,100,7.618349372761104e-110,-19.065679467359782,0.9986244841815681
D16,split_10,split_30,100,8.98451579647869e-178,-27.12611332957464,1.0
D16,split_10,split_50,100,9.038908857242898e-212,-33.30979584707836,0.999554565701559
D16,split_10,split_1,100,2.2809235298493168e-25,-13.948101125308817,1.0
D16,split_30,split_10,100,1.5411737202680816e-176,-26.87325100720026,0.9993069993069993
D16,split_30,split_30,100,0.0,-33.08327778646299,1.0
D16,split_30,split_50,100,0.0,-38.47929491137741,0.999662276258021
D16,split_30,split_1,100,1.4286761358292215e-33,-23.300292831385185,1.0
D16,split_50,split_10,100,4.965472630346291e-211,-32.72729659659518,0.9995324918186068
D16,split_50,split_30,100,0.0,-37.97882189920046,1.0
D16,split_50,split_50,100,0.0,-42.76098103303568,0.9997265518184304
D16,split_50,split_1,100,2.1270208009075332e-37,-29.69013667620279,1.0
D16,split_1,split_10,100,8.18939832871262e-29,-14.288346508241453,0.9950248756218906
D16,split_1,split_30,100,1.0614328254673103e-36,-23.68457209117598,0.9991341991341991
D16,split_1,split_50,100,8.692740641122686e-43,-31.346044162737158,0.9989583333333333
D16,split_1,split_1,100,1.0648896087718755e-10,-5.966286297349301,0.9873417721518988
D10,split_10,split_10,100,1.9631374190075237e-82,-17.008065991694313,0.9983193277310924
D10,split_10,split_30,100,2.6530279735340626e-133,-25.865742715261007,1.0
D10,split_10,split_50,100,6.514498247218239e-155,-32.23860905627474,0.9995267392333176
D10,split_10,split_1,100,4.299141213781589e-22,-11.415252651583428,1.0
D10,split_30,split_10,100,2.5172790239029364e-148,-23.50851429618511,0.9991095280498664
D10,split_30,split_30,100,7.59409261725778e-273,-30.5684852637006,1.0
D10,split_30,split_50,100,0.0,-36.210634920850396,0.9996213555471413
D10,split_30,split_1,100,6.867879278958963e-31,-19.677946156708927,1.0
D10,split_50,split_10,100,5.039330736145869e-179,-27.87523394014744,0.9993650793650793
D10,split_50,split_30,100,0.0,-34.066106251415334,1.0
D10,split_50,split_50,100,0.0,-39.2201593718989,0.9996766892984158
D10,split_50,split_1,100,1.8640580614625239e-34,-24.639836069290755,1.0
D10,split_1,split_10,100,5.1666274403821555e-15,-13.309274340204855,0.9973614775725593
D10,split_1,split_30,100,2.3050754542268612e-19,-23.115124485867746,1.0
D10,split_1,split_50,100,2.1583862315538305e-21,-29.93670804409715,0.9994728518713759
D10,split_1,split_1,100,6.180584111390257e-07,-4.942341806472483,1.0
D9.5,split_10,split_10,100,2.535652786870137e-83,-16.989241305600537,0.9982668977469671
D9.5,split_10,split_30,100,2.2988841302407082e-126,-25.687526290373953,1.0
D9.5,split_10,split_50,100,1.6178061113467418e-151,-32.41793311244599,0.9995226730310263
D9.5,split_10,split_1,100,1.618113078291054e-21,-11.024762942235752,1.0
D9.5,split_30,split_10,100,2.9995430173281073e-148,-23.059323144889504,0.9990592662276576
D9.5,split_30,split_30,100,7.935921149128685e-261,-30.073197692692304,1.0
D9.5,split_30,split_50,100,1.1e-322,-35.79026621316139,0.9996125532739248
D9.5,split_30,split_1,100,2.8906387607874236e-30,-18.921694573871655,1.0
D9.5,split_50,split_10,100,2.7540774722315726e-176,-27.444679525073806,1.0
D9.5,split_50,split_30,100,0.0,-33.69721753847955,0.9995612110574813
D9.5,split_50,split_50,100,0.0,-38.91226049911757,1.0
D9.5,split_50,split_1,100,3.924872060128571e-34,-24.14118085185426,0.999168744804655
D9.5,split_1,split_10,100,1.3632262375679903e-17,-14.105805808728586,0.9973753280839895
D9.5,split_1,split_30,100,4.2724258198362345e-21,-23.196713924639266,1.0
D9.5,split_1,split_50,100,1.1377892628113588e-24,-31.589551818440746,0.9994734070563455
D9.5,split_1,split_1,100,2.2770573041964115e-07,-5.048031842473409,1.0
D7,split_10,split_10,100,4.821293464781736e-143,-22.442740944571295,0.9990069513406157
D7,split_10,split_30,100,5.374749935084338e-249,-29.60327864476652,1.0
D7,split_10,split_50,100,2.62394059643e-312,-35.54049598803478,0.9996039603960396
D7,split_10,split_1,100,1.2367125828777163e-29,-18.187502462767096,1.0
D7,split_30,split_10,100,1.957000295102657e-218,-34.18093321084346,0.9995713673381912
D7,split_30,split_30,100,0.0,-39.23435240895788,1.0
D7,split_30,split_50,100,0.0,-43.88053320162206,0.9997403271877434
D7,split_30,split_1,100,3.3632099139733074e-38,-31.239134246087705,1.0
D7,split_50,split_10,100,1.6371788593296827e-256,-42.94387785015984,0.9997283346916599
D7,split_50,split_30,100,0.0,-47.04086430978877,1.0
D7,split_50,split_50,100,0.0,-50.98692861326884,0.9998076553183305
D7,split_50,split_1,100,3.065188958537053e-42,-40.39394379217421,1.0
D7,split_1,split_10,100,2.1869697327005505e-35,-14.490016643550574,1.0
D7,split_1,split_30,100,4.714999641340277e-48,-24.351693492841417,0.9991431019708654
D7,split_1,split_50,100,4.38281317075243e-54,-31.3563655486022,1.0
D7,split_1,split_1,100,3.669502219265438e-12,-6.444047809200488,0.989010989010989
D6.5,split_10,split_10,100,6.109086488878263e-98,-18.06992324778864,0.998468606431853
D6.5,split_10,split_30,100,4.410817574624734e-154,-26.428728207057702,1.0
D6.5,split_10,split_50,100,1.0905124162379507e-186,-32.98185262095071,0.9995393827729157
D6.5,split_10,split_1,100,1.0553600909228222e-23,-12.591193042670776,1.0
D6.5,split_30,split_10,100,4.0951894087484817e-168,-25.65181570882503,1.0
D6.5,split_30,split_30,100,3.517029324118581e-307,-32.08569504528715,0.9995162070633768
D6.5,split_30,split_50,100,0.0,-37.63958882821276,1.0
D6.5,split_30,split_1,100,1.3687011551723042e-32,-21.901103154628856,0.9989909182643795
D6.5,split_50,split_10,100,2.72116328021378e-203,-31.286280420584276,0.9994884910485934
D6.5,split_50,split_30,100,0.0,-36.74830084917718,1.0
D6.5,split_50,split_50,100,0.0,-41.67149489978776,0.9997120644975526
D6.5,split_50,split_1,100,1.4850939805870617e-36,-28.14231031303484,1.0
D6.5,split_1,split_10,100,1.0145608931152521e-25,-14.21215369806427,0.9974683544303797
D6.5,split_1,split_30,100,2.735690650130176e-32,-23.57208471955604,1.0
D6.5,split_1,split_50,100,1.2087269570556556e-37,-31.367948235269253,0.9994772608468374
D6.5,split_1,split_1,100,7.588033683518489e-10,-5.710384768865772,1.0
D13,split_10,split_10,100,3.606942807338948e-84,-17.047716629248296,0.9982788296041308
D13,split_10,split_30,100,6.27112223319856e-128,-25.727290176994632,1.0
D13,split_10,split_50,100,3.6152491939906615e-148,-32.118177323395436,0.9995235826584088
D13,split_10,split_1,100,1.1950111371971345e-21,-11.112727995083993,1.0
D13,split_30,split_10,100,1.2521160234494853e-136,-22.091803897245164,0.998992950654582
D13,split_30,split_30,100,7.203624573413312e-241,-29.33817722765222,1.0
D13,split_30,split_50,100,2.2912349653085503e-302,-35.29243866990096,0.9996017522899243
D13,split_30,split_1,100,1.8129648406218107e-29,-17.999274141036945,1.0
D13,split_50,split_10,100,7.125587443591042e-170,-26.46896386471646,1.0
D13,split_50,split_30,100,5.0817e-319,-32.779978351088346,0.9995398067188219
D13,split_50,split_50,100,0.0,-38.22313251869877,1.0
D13,split_50,split_1,100,2.1236375739124288e-33,-23.048375739404968,0.9990884229717412
D13,split_1,split_10,100,1.7373576557940493e-11,-12.284940245997339,0.9947089947089947
D13,split_1,split_30,100,1.372126494068604e-17,-23.01904501912069,0.9991158267020336
D13,split_1,split_50,100,1.902612451382854e-16,-27.763423157321295,0.9989451476793249
D13,split_1,split_1,100,1.7891164532971853e-06,-4.832323597540975,0.9818181818181818
D11,split_10,split_10,100,2.4608710361348395e-86,-17.302304593234773,0.9983739837398374
D11,split_10,split_30,100,1.0068142605331561e-140,-26.061709970761207,1.0
D11,split_10,split_50,100,1.1225770982776105e-159,-32.11546798571348,0.9995311767463666
D11,split_10,split_1,100,1.0963732338972738e-22,-11.833986785662864,1.0
D11,split_30,split_10,100,6.755489134402031e-147,-23.69185009316667,1.0
D11,split_30,split_30,100,2.2054684437052477e-279,-30.845551055573104,0.9994767137624281
D11,split_30,split_50,100,0.0,-36.329592907097464,1.0
D11,split_30,split_1,100,3.1920168892764347e-31,-20.093855535523247,0.9988023952095808
D11,split_50,split_10,100,9.54343983869285e-185,-28.803170252013697,0.9994051160023796
D11,split_50,split_30,100,0.0,-34.83516322648218,1.0
D11,split_50,split_50,100,0.0,-39.89137745081096,0.9996874023132228
D11,split_50,split_1,100,3.3495306362334755e-31,-24.199162588484032,1.0
D11,split_1,split_10,100,6.960727045329638e-21,-13.226011369704587,0.9974554707379135
D11,split_1,split_30,100,5.317886908717662e-27,-22.016189652019715,1.0
D11,split_1,split_50,100,2.103318194893754e-31,-29.38754028524835,0.9994767137624281
D11,split_1,split_1,100,1.5392868329423572e-09,-5.621999609292018,1.0
D12,split_10,split_10,100,1.4283854211343823e-79,-16.798458348229744,0.9982788296041308
D12,split_10,split_30,100,2.5570082831061896e-123,-25.44692328845691,1.0
D12,split_10,split_50,100,1.2321312152140143e-143,-31.7888011999663,0.9995235826584088
D12,split_10,split_1,100,1.5786097122374383e-18,-10.391523173180815,1.0
D12,split_30,split_10,100,5.72040071796892e-143,-22.843959764030725,1.0
D12,split_30,split_30,100,5.2990550897034025e-260,-30.039881869539816,0.9994484280198566
D12,split_30,split_50,100,4.4353597e-317,-35.63534036150532,1.0
D12,split_30,split_1,100,3.194717090990673e-30,-18.87019991838935,0.9986431478968792
D12,split_50,split_10,100,7.270943998700663e-177,-27.534935764633627,1.0
D12,split_50,split_30,100,0.0,-33.7713196107895,0.999563128003495
D12,split_50,split_50,100,0.0,-38.86855603640847,1.0
D12,split_50,split_1,100,3.3734420737763682e-34,-24.24173258288063,0.9991755976916735
D12,split_1,split_10,100,6.030397972210897e-15,-14.124003157074785,0.9973474801061007
D12,split_1,split_30,100,1.372126494068604e-17,-23.01904501912069,1.0
D12,split_1,split_50,100,1.902612451382854e-16,-27.763423157321295,0.9994722955145119
D12,split_1,split_1,100,1.7891164532971853e-06,-4.832323597540975,1.0
D6,split_10,split_10,100,4.493840897846836e-157,-24.162867163330603,1.0
D6,split_10,split_30,100,6.798686585304716e-281,-30.910375930666362,0.9994788952579469
D6,split_10,split_50,100,0.0,-36.64533089100546,1.0
D6,split_10,split_1,100,2.6778485522695717e-31,-20.190471228288498,0.9988137603795967
D6,split_30,split_10,100,1.3166493737520454e-236,-38.08016175373739,1.0
D6,split_30,split_30,100,0.0,-42.65143573769366,0.999725802029065
D6,split_30,split_50,100,0.0,-46.97387844439687,1.0
D6,split_30,split_1,100,3.891065020714953e-40,-35.33154106891421,0.999611046285492
D6,split_50,split_10,100,3.3558360457893827e-274,-47.84769584973622,0.9997811337272926
D6,split_50,split_30,100,0.0,-51.541044028416664,1.0
D6,split_50,split_50,100,0.0,-55.17104088016312,0.9998357154591753
D6,split_50,split_1,100,4.3999714386764107e-44,-45.42765397720582,1.0
D6,split_1,split_10,100,7.654667086667973e-43,-14.769124388116285,1.0
D6,split_1,split_30,100,1.8643580284095813e-56,-24.117628884931236,0.99915611814346
D6,split_1,split_50,100,1.6997792084245227e-67,-31.428286928602798,1.0
D6,split_1,split_1,100,6.167031184329778e-14,-7.096592790548763,0.9908256880733946
D16.5,split_10,split_10,100,5.305536966970324e-118,-20.08596084662916,1.0
D16.5,split_10,split_30,100,2.092952545709135e-204,-27.983778803650114,0.9993650793650793
D16.5,split_10,split_50,100,2.1759137472643884e-247,-34.0449449928596,1.0
D16.5,split_10,split_1,100,4.501330992380414e-27,-15.501240099644912,0.9979959919839679
D16.5,split_30,split_10,100,1.7455900859918027e-195,-29.910042520876583,0.9994404029099049
D16.5,split_30,split_30,100,0.0,-35.58752812949946,1.0
D16.5,split_30,split_50,100,0.0,-40.65142299357865,0.999697428139183
D16.5,split_30,split_1,100,1.0740584927979136e-35,-26.650678774501234,1.0
D16.5,split_50,split_10,100,3.554868103042765e-225,-36.545209581621535,0.9996297667530544
D16.5,split_50,split_30,100,0.0,-41.51160403558755,1.0
D16.5,split_50,split_50,100,0.0,-45.841409716141996,0.9997629770087698
D16.5,split_50,split_1,100,1.5904332164259595e-39,-33.983994075613474,1.0
D16.5,split_1,split_10,100,5.731652798134432e-24,-13.434160790761563,1.0
D16.5,split_1,split_30,100,8.809447698416148e-34,-23.61140936689517,0.9991311902693311
D16.5,split_1,split_50,100,1.5246690621973022e-36,-29.66828006579933,1.0
D16.5,split_1,split_1,100,3.845989675208027e-10,-5.797155545422533,0.9866666666666667
