test_group,group_by_split,group_by_split_reference,k,p,z,s
10000.0,split_10,split_10,100,0.0010632160811264125,-3.3239337450266744,1.0
10000.0,split_10,split_30,100,1.5019442601910806e-05,-4.271290430261472,1.0
10000.0,split_10,split_50,100,4.8435116308109684e-08,-5.385805849581553,0.9999124419928203
10000.0,split_10,split_1,100,0.9999999999971936,0.5678064696973015,0.9998689212216542
10000.0,split_30,split_10,100,0.011780625251432992,-2.5728480585468234,0.9999579990759797
10000.0,split_30,split_30,100,0.0004028599393268111,-3.523471123576905,0.9999604946075139
10000.0,split_30,split_50,100,3.7769285717576477e-07,-5.112386510229101,1.0
10000.0,split_30,split_1,100,1.0000000000140652,0.3242048393001476,1.0
10000.0,split_50,split_10,100,0.03785191346033861,-2.0720191699665262,0.993512795627522
10000.0,split_50,split_30,100,0.012709667965861128,-2.369140982447274,0.9912440356141473
10000.0,split_50,split_50,100,0.0016254455725892081,-3.052900037290183,0.9901304111145298
10000.0,split_50,split_1,100,1.0000000000355722,0.2517385987322906,0.9944616344678748
10000.0,split_1,split_10,100,0.0041370448564266695,-2.710361098739422,1.0
10000.0,split_1,split_30,100,0.0001296457312669471,-3.7875144085467296,1.0
10000.0,split_1,split_50,100,7.22298038601617e-07,-5.128489882940966,0.9997822773786197
10000.0,split_1,split_1,100,0.6021457604163625,0.014174831467915577,0.9987515605493134
10.0,split_10,split_10,100,0.44551618101963514,-0.21292715180953894,0.9998976144158902
10.0,split_10,split_30,100,0.5583400163931278,0.11015710551413097,0.9999112767278857
10.0,split_10,split_50,100,0.08738440530039772,-1.3878942949815654,1.0
10.0,split_10,split_1,100,0.9999999999938352,0.5199042688148459,1.0
10.0,split_30,split_10,100,0.1579386448605693,-1.1592740619356057,0.9999645226522865
10.0,split_30,split_30,100,0.3238655532924367,-0.5039691231408401,0.9999663197601967
10.0,split_30,split_50,100,0.6645419763516984,0.3936575623053057,1.0
10.0,split_30,split_1,100,0.9999999999935039,0.297130224131171,1.0
10.0,split_50,split_10,100,0.08254064549053469,-1.643923248648769,0.9858460218743298
10.0,split_50,split_30,100,0.6569043850857952,0.3480593098189714,0.9853741637927452
10.0,split_50,split_50,100,0.13255705812902066,-1.1614140587901745,0.9827256822249483
10.0,split_50,split_1,100,1.000000000006763,0.23115755099558047,0.986916294764341
10.0,split_1,split_10,100,0.18737485246860144,-0.9568953367086555,1.0
10.0,split_1,split_30,100,0.16010383778055598,-1.055615569335691,1.0
10.0,split_1,split_50,100,0.7742691916383675,0.6894785099400961,0.9997897834769813
10.0,split_1,split_1,100,0.9329659314627597,1.0251212915422974,0.9989637305699481
1000.0,split_10,split_10,100,0.7663679429542154,0.6409926362774572,0.9998893682929527
1000.0,split_10,split_30,100,0.010771703168433283,-2.356872330123711,0.9999051503367163
1000.0,split_10,split_50,100,0.14194847528450522,-1.1012877432509087,1.0
1000.0,split_10,split_1,100,1.0000000000032652,0.5424732877547074,1.0
1000.0,split_30,split_10,100,0.025201101341072465,-2.2211629903025973,1.0
1000.0,split_30,split_30,100,0.11750847218723093,-1.2478970071896418,1.0
1000.0,split_30,split_50,100,0.024253548268006297,-2.02599890962325,0.9999645176170031
1000.0,split_30,split_1,100,1.0000000000132323,0.31556084840283644,0.9999590012709606
1000.0,split_50,split_10,100,0.27455444590965933,-0.7499345284484485,0.9934094585133862
1000.0,split_50,split_30,100,0.24953015123297434,-0.7341667125554056,0.9919631001467608
1000.0,split_50,split_50,100,0.0006148074180256677,-3.3621748975160854,0.9905660377358491
1000.0,split_50,split_1,100,1.000000000023062,0.24455401962421688,0.9948438420742487
1000.0,split_1,split_10,100,0.1744355674479695,-1.0072119345133566,1.0
1000.0,split_1,split_30,100,0.051302872485183594,-1.7041514117431944,1.0
1000.0,split_1,split_50,100,0.38710506643686227,-0.34889571661807217,0.9997866439086835
1000.0,split_1,split_1,100,0.5209295024417664,-0.19472454058998354,0.9988826815642458
100.0,split_10,split_10,100,0.01311511157011696,-2.4047423031425272,1.0
100.0,split_10,split_30,100,0.00372106124766176,-2.7450583399285238,1.0
100.0,split_10,split_50,100,0.019425575175338536,-2.0998450235946966,0.9999206664022213
100.0,split_10,split_1,100,0.2413689219793803,-1.39742089034615,0.9998865312606376
100.0,split_30,split_10,100,0.07427654575181407,-1.645495639266577,1.0
100.0,split_30,split_30,100,0.37088664453535164,-0.37469330522665273,1.0
100.0,split_30,split_50,100,0.7625201561460792,0.6811836961693163,0.999966962899336
100.0,split_30,split_1,100,1.0000000000042035,0.30280688944381756,0.9999622313706236
100.0,split_50,split_10,100,0.1206568385699018,-1.386377652426307,0.9875213214830775
100.0,split_50,split_30,100,0.21755399918475427,-0.8434715823517442,0.9863656100738167
100.0,split_50,split_50,100,0.0007876979224578723,-3.292900912930098,0.9852475185192957
100.0,split_50,split_1,100,1.0000000000106253,0.2364866678965133,0.987665579900139
100.0,split_1,split_10,100,0.0918240939120959,-1.3987413352034415,0.999395039322444
100.0,split_1,split_30,100,0.11448178730626028,-1.2665602311963011,0.9996832435856826
100.0,split_1,split_50,100,0.18690037659769881,-0.9547877594615737,1.0
100.0,split_1,split_1,100,0.7403347272754411,0.35498708360887976,1.0
