test_group,group_by_split,group_by_split_reference,k,p,z,s
Idasanutlin_24,split_10,split_10,100,0.45615709721565295,-0.43307491189209407,0.9894736842105263
Idasanutlin_24,split_10,split_30,100,0.2549989477499681,-1.0313398593999208,1.0
Idasanutlin_24,split_10,split_50,100,0.015811153974373972,-2.974744929564969,0.997289972899729
Idasanutlin_24,split_30,split_10,100,0.0063902631886504436,-2.697297503921551,1.0
Idasanutlin_24,split_30,split_30,100,0.009923226204679707,-2.553983405572734,0.9964912280701754
Idasanutlin_24,split_30,split_50,100,3.569179805675161e-05,-4.429038492901038,1.0
Idasanutlin_24,split_50,split_10,100,0.05331175582622207,-1.846964810692489,0.995260663507109
Idasanutlin_24,split_50,split_30,100,4.763599758934438e-06,-4.547820336665708,1.0
Idasanutlin_24,split_50,split_50,100,1.8988929687970793e-07,-5.324615386429656,0.9979381443298969
Idasanutlin_6,split_10,split_10,100,0.00883763846888808,-2.7041634565979913,0.9896907216494846
Idasanutlin_6,split_10,split_30,100,0.00565161564618497,-3.199566949654397,1.0
Idasanutlin_6,split_10,split_50,100,0.025795243319754642,-2.653380371072909,0.9973045822102425
Idasanutlin_6,split_30,split_10,100,0.00010627046928075241,-3.8649403246467045,1.0
Idasanutlin_6,split_30,split_30,100,4.788751113097025e-07,-5.209950219157454,0.996415770609319
Idasanutlin_6,split_30,split_50,100,4.501033299450082e-09,-6.482080908708515,1.0
Idasanutlin_6,split_50,split_10,100,4.053246155322689e-07,-5.158600984970382,0.9949238578680203
Idasanutlin_6,split_50,split_30,100,4.8571063406973003e-11,-6.534536647243022,1.0
Idasanutlin_6,split_50,split_50,100,6.4847566118635576e-15,-8.061361387826574,0.9978768577494692
