test_group,group_by_split,group_by_split_reference,k,p,z,s
BRD3379_24,split_10,split_10,100,0.001335214307739891,-3.2433922224276848,1.0
BRD3379_24,split_10,split_30,100,6.470275680227506e-08,-5.8567013419559535,0.9925925925925926
BRD3379_24,split_10,split_50,100,2.565773931007147e-07,-6.251477366762154,0.995475113122172
BRD3379_24,split_30,split_10,100,0.0002987552862755849,-3.8727404074923233,1.0
BRD3379_24,split_30,split_30,100,5.812011746906493e-14,-7.227652376097308,0.9950248756218906
BRD3379_24,split_30,split_50,100,7.820917778271445e-21,-9.193279172348957,0.9965156794425087
BRD3379_24,split_50,split_10,100,1.8054206832646663e-07,-6.093593855619448,0.9950248756218906
BRD3379_24,split_50,split_30,100,5.41868011182794e-18,-8.425131201319836,1.0
BRD3379_24,split_50,split_50,100,2.2720256191584198e-26,-10.101421938579563,1.0
BRD3379_6,split_10,split_10,100,0.008227242598893215,-2.678686538258617,1.0
BRD3379_6,split_10,split_30,100,0.00019093087061316453,-4.024963798050751,0.9927007299270073
BRD3379_6,split_10,split_50,100,0.0023997555909357256,-3.481524481759369,0.9955156950672646
BRD3379_6,split_30,split_10,100,1.0460855024931336e-05,-4.5900495259953935,1.0
BRD3379_6,split_30,split_30,100,4.6737734954791884e-07,-5.0054724819551835,0.994475138121547
BRD3379_6,split_30,split_50,100,1.3015287614994213e-07,-5.461741952594701,0.9962546816479401
BRD3379_6,split_50,split_10,100,2.7292919274045814e-05,-4.6507837594454084,0.9934640522875817
BRD3379_6,split_50,split_30,100,6.959758988121314e-10,-6.058281433303014,1.0
BRD3379_6,split_50,split_50,100,1.4287960523582888e-10,-6.388170073680325,1.0
