test_group,group_by_split,group_by_split_reference,k,p,z,s
BRD3379_24,split_10,split_10,100,0.013295495242059694,-2.5169607223575157,0.9846153846153847
BRD3379_24,split_10,split_30,100,0.0016199235198527569,-3.436300929443255,1.0
BRD3379_24,split_10,split_50,100,5.8632139713309014e-05,-4.778693397496536,0.9949238578680203
BRD3379_24,split_30,split_10,100,4.309448106688641e-05,-4.295218638994799,1.0
BRD3379_24,split_30,split_30,100,1.2354199339652823e-08,-5.599115362126576,0.9947089947089947
BRD3379_24,split_30,split_50,100,2.617307312682188e-10,-6.355730577208431,1.0
BRD3379_24,split_50,split_10,100,9.279142048037244e-09,-6.484597134749389,1.0
BRD3379_24,split_50,split_30,100,5.6823047847793875e-21,-9.006304561698272,0.9960474308300395
BRD3379_24,split_50,split_50,100,4.3260176290610167e-19,-8.608831327576281,1.0
BRD3379_6,split_10,split_10,100,0.5519793081355013,-0.2432490849361848,1.0
BRD3379_6,split_10,split_30,100,0.04009543846330624,-2.2157253814685536,0.991869918699187
BRD3379_6,split_10,split_50,100,0.4411745205563294,-0.5236840538762866,1.0
BRD3379_6,split_30,split_10,100,0.10774246042266225,-1.5343945217288646,1.0
BRD3379_6,split_30,split_30,100,0.0008801814152784155,-3.339516551540683,0.9937888198757764
BRD3379_6,split_30,split_50,100,0.007404861432008051,-2.7200697493250354,1.0
BRD3379_6,split_50,split_10,100,0.08587076682227121,-1.6915743330573472,0.9928057553956835
BRD3379_6,split_50,split_30,100,7.826445016255054e-05,-3.918455480182627,1.0
BRD3379_6,split_50,split_50,100,0.0018189278667233148,-3.085915116544197,0.996309963099631
