test_group,group_by_split,group_by_split_reference,k,p,z,s
1000.0,split_10,split_10,100,0.8869165374979657,1.0554084198391143,0.9997578106078954
1000.0,split_10,split_30,100,0.3895895398681623,-0.33235419113656056,1.0
1000.0,split_10,split_50,100,0.07399926422037988,-1.4901494808968803,1.0
1000.0,split_10,split_1,100,0.9999999999998322,0.4225367268084364,0.9997370496976071
1000.0,split_30,split_10,100,0.4594091672030959,-0.25723971707571697,0.9659043310714585
1000.0,split_30,split_30,100,0.9190085590657818,1.2999478236765138,0.9573161127736651
1000.0,split_30,split_50,100,0.1671120586231148,-1.0169564287163277,0.9504083147735709
1000.0,split_30,split_1,100,1.0000000000072644,0.2302410960997588,0.9725260528808888
1000.0,split_50,split_10,100,0.18882941373165174,-1.1432670563264091,0.9079047185556062
1000.0,split_50,split_30,100,0.49743179881969557,-0.08032395297685813,0.9044511541833057
1000.0,split_50,split_50,100,0.5210170173385898,0.003911471887800842,0.8989017178259645
1000.0,split_50,split_1,100,1.0000000000080864,0.18390779462228193,0.9081092199310947
1000.0,split_1,split_10,100,0.2906013092287856,-0.656893680310998,0.9985974754558204
1000.0,split_1,split_30,100,0.1526149583898308,-1.1266234378697444,1.0
1000.0,split_1,split_50,100,0.11591773424393759,-1.3153351374531652,1.0
1000.0,split_1,split_1,100,0.8517794497279401,0.6114574725835589,0.9974160206718347
10.0,split_10,split_10,100,0.33674236941031677,-0.5367425339069968,1.0
10.0,split_10,split_30,100,0.31884852936257024,-0.5241199265829816,0.9998151229432427
10.0,split_10,split_50,100,0.8631563087239472,1.051688788439135,0.9998382138812489
10.0,split_10,split_1,100,0.1439355784718124,-2.1724096561563715,1.0
10.0,split_30,split_10,100,0.06477652321776634,-1.8182845596936839,0.9677963502530287
10.0,split_30,split_30,100,0.054081525213123094,-1.7173681218342338,0.9579077012243715
10.0,split_30,split_50,100,0.33960378735952074,-0.4587861803891276,0.9484734133790738
10.0,split_30,split_1,100,0.9999999999957794,0.23324331885666527,0.9683862849952816
10.0,split_50,split_10,100,0.3037486111100647,-0.7408478566640577,0.9095685840707964
10.0,split_50,split_30,100,0.249040361429588,-0.7660963184331754,0.9044841252170815
10.0,split_50,split_50,100,0.5450503851596595,0.06262999574767461,0.8983598088596151
10.0,split_50,split_1,100,0.999999999997669,0.16007005452481374,0.9087505849321479
10.0,split_1,split_10,100,0.3192404639227227,-0.5696601780383248,0.9987608426270136
10.0,split_1,split_30,100,0.3133372574766335,-0.5699377194572732,1.0
10.0,split_1,split_50,100,0.14981295966328362,-1.132540191181661,1.0
10.0,split_1,split_1,100,0.15123694731840448,-1.4745634172534998,0.997920997920998
100.0,split_10,split_10,100,0.7672711170407083,0.6043054984831275,1.0
100.0,split_10,split_30,100,0.08663523194522846,-1.424031622085974,0.9998038061604866
100.0,split_10,split_50,100,0.28750127279453463,-0.6016295031458317,0.999829613222014
100.0,split_10,split_1,100,1.0000000000009361,0.41122819486974754,1.0
100.0,split_30,split_10,100,0.11596552097347251,-1.4477381457504706,0.9421928997800817
100.0,split_30,split_30,100,0.5572000044133436,0.08002459288611395,0.938708960201586
100.0,split_30,split_50,100,0.1557608639890859,-1.0651366513183094,0.9345951629863302
100.0,split_30,split_1,100,0.999999999996837,0.23885007673503234,0.9467999355150734
100.0,split_50,split_10,100,0.32033556904341254,-0.6876520311179705,0.8927819260961134
100.0,split_50,split_30,100,0.052334999669885265,-1.7690655552497665,0.8894841361474161
100.0,split_50,split_50,100,0.5726503055064761,0.1324465981034562,0.8844593088071349
100.0,split_50,split_1,100,0.999999999996848,0.1543031757477556,0.8911796168433337
100.0,split_1,split_10,100,0.10579197567366048,-1.3508713358686246,0.9986648865153538
100.0,split_1,split_30,100,0.6279131510899283,0.23741729388367433,1.0
100.0,split_1,split_50,100,0.33781320574441376,-0.510933643884224,1.0
100.0,split_1,split_1,100,0.8227534572534735,0.5054055472128456,0.9976359338061466
10000.0,split_10,split_10,100,0.35494174103446885,-0.4814979587152029,0.9997516761857462
10000.0,split_10,split_30,100,0.023043198317977798,-2.065981586409197,1.0
10000.0,split_10,split_50,100,0.07187988385340441,-1.5053842539538869,1.0
10000.0,split_10,split_1,100,0.16622889669944133,-1.9511128612767372,0.9997298027560119
10000.0,split_30,split_10,100,0.0017873070172117846,-3.5362085862457544,0.9999116529728774
10000.0,split_30,split_30,100,0.2851135378905009,-0.6326025918614031,0.9948675496688741
10000.0,split_30,split_50,100,0.07667767909042968,-1.4861809705272668,0.9835045129162776
10000.0,split_30,split_1,100,0.9999999999913645,0.24695830860028395,0.9999090330210134
10000.0,split_50,split_10,100,0.007045367580675085,-3.095249968527223,0.9545108281641093
10000.0,split_50,split_30,100,0.6212883518286527,0.236151922362116,0.9511468728773708
10000.0,split_50,split_50,100,0.004904100363846226,-2.7148561167624976,0.9418914168047813
10000.0,split_50,split_1,100,0.9999999999777922,0.18627345441769214,0.9536893419011744
10000.0,split_1,split_10,100,0.010078455019050874,-2.421338013554012,1.0
10000.0,split_1,split_30,100,0.1659867452310698,-1.063872806764389,0.9993399339933994
10000.0,split_1,split_50,100,0.482947197498771,-0.1319837683378422,0.9995627459554001
10000.0,split_1,split_1,100,0.4774492331219722,-0.3845869270124029,1.0
