test_group,group_by_split,group_by_split_reference,k,p,z,s
withdraw_15d_Cocaine,split_10,split_10,100,4.1241864018167686e-26,-11.313803786062484,0.9983079526226735
withdraw_15d_Cocaine,split_10,split_30,100,3.891245106231215e-68,-16.37262269815632,1.0
withdraw_15d_Cocaine,split_10,split_50,100,1.3112079013977842e-73,-17.332531403896006,1.0
withdraw_15d_Cocaine,split_30,split_10,100,1.3366606857057127e-35,-16.879568427708648,1.0
withdraw_15d_Cocaine,split_30,split_30,100,1.884297088794406e-91,-21.670502639295993,0.9994385176866929
withdraw_15d_Cocaine,split_30,split_50,100,1.432233563914391e-133,-24.24323371150337,0.9995100440960314
withdraw_15d_Cocaine,split_50,split_10,100,8.561402493760366e-43,-21.55250414686493,1.0
withdraw_15d_Cocaine,split_50,split_30,100,8.435850282474746e-114,-26.99741921304578,0.9996383363471971
withdraw_15d_Cocaine,split_50,split_50,100,1.5992492176410396e-170,-29.654084226693502,0.9996694214876033
withdraw_48h_Cocaine,split_10,split_10,100,0.13014593003797378,-1.2872222683300976,0.9967213114754099
withdraw_48h_Cocaine,split_10,split_30,100,0.00012620937191481664,-3.8428254892970273,1.0
withdraw_48h_Cocaine,split_10,split_50,100,2.334418985502328e-07,-5.4556476482855425,1.0
withdraw_48h_Cocaine,split_30,split_10,100,0.006839124696272847,-2.7069380539056764,1.0
withdraw_48h_Cocaine,split_30,split_30,100,2.4149454361702795e-06,-4.653344519716408,0.9988331388564761
withdraw_48h_Cocaine,split_30,split_50,100,4.595024138525666e-09,-5.814515388902398,0.999104744852283
withdraw_48h_Cocaine,split_50,split_10,100,0.09094063816688602,-1.548794059551923,0.9989462592202318
withdraw_48h_Cocaine,split_50,split_30,100,6.491601644302957e-08,-5.440118944314884,1.0
withdraw_48h_Cocaine,split_50,split_50,100,1.3353839850890574e-11,-6.713760312053285,1.0
