[10.0]; 0.0; 5; 0.8294573058348577; 0.7478624847471859; 1.0; 6.418045
[10.0]; 0.0; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 5.647737
[100.0]; 0.0; 5; 0.43328498127259657; -0.7774602526460402; 1.0; 0.027440
[1000.0]; 0.0; 5; 0.43328498127259657; -0.7774602526460402; 1.0; 0.030284
[10000.0]; 0.0; 5; 0.8697525384831871; 0.45351848071018974; 1.0; 0.025788
['D1.5']; control; 5; 0.43328498127259657; -0.7774602526460402; 1.0; 0.028407
['D2']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.028944
['D2.5']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.027272
['D3']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.026410
['D3.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.024355
['D4']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.029165
['D4.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.027006
['D5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.023073
['D5.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.026129
['D6']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.027744
['D6.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.028965
['D7']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.024966
['D7.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.032269
['D8']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.020492
['D8.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.023138
['D9']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.029250
['D9.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.023455
['D10']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.026128
['D10.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.029728
['D11']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.024617
['D11.5']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.028947
['D12']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.025966
['D12.5']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.027729
['D13']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.029720
['D13.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.032882
['D14']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.023237
['D14.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.020688
['D15']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.023621
['D15.5']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.023483
['D16']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.021872
['D16.5']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.023969
['D17']; control; 5; 0.0695620169304379; -2.0084389860022704; 1.0; 0.029594
['D17.5']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.028535
['D18']; control; 5; 0.001363961116283098; -3.2394177193585003; 1.0; 0.024265
