test_group,group_by,k,p,z,s,N
1,split_10,100,0.35397724425959,-0.4014271917437606,0.9999826794838487,57735
1,split_30,100,0.7571372774596609,0.6834382559422102,0.9999826794838487,57735
1,split_50,100,0.7109759943315886,0.5444583709721326,0.9999826794838487,57735
1,split_1,100,1.0000000000197764,1.7196589074907322,0.9999826794838487,57735
2,split_10,100,0.9691840380491341,1.8072710558456038,0.9999280316660669,41685
2,split_30,100,0.4460409279391317,-0.15128762623657468,0.9999280316660669,41685
2,split_50,100,0.4303052187886974,-0.18944738198845526,0.9999280316660669,41685
2,split_1,100,1.0000000000160978,1.3476122050703074,0.9999280316660669,41685
