test_group,group_by,k,p,z,s,N
BRD3379_24,split_50,100,0.2846890986478447,-0.7250162638082034,1.0,322
BRD3379_24,split_10,100,0.7977225798571539,0.41056872476104683,1.0,322
BRD3379_24,split_30,100,0.4966720337487236,-0.18538334399092665,1.0,322
control,split_50,100,0.9747485622820943,1.8073645412058241,0.9975669099756691,411
control,split_10,100,0.9999999999999625,1.2312594260567615,0.9975669099756691,411
control,split_30,100,0.8311982748803743,0.7732983961780799,0.9975669099756691,411
BRD3379_6,split_50,100,0.9675667932536058,1.642665466546216,0.9955156950672646,223
BRD3379_6,split_10,100,0.4407261367764991,-0.4612422031771487,0.9955156950672646,223
BRD3379_6,split_30,100,0.8758011795684141,0.937183962805598,0.9955156950672646,223
