test_group,group_by,k,p,z,s,N
BRD3379_24,split_50,100,0.7890975428483464,0.6363925866643007,1.0,296
BRD3379_24,split_10,100,0.7814270077520247,0.35383217592373384,1.0,296
BRD3379_24,split_30,100,0.3563255415383405,-0.552804156297373,1.0,296
control,split_50,100,0.8119284525229152,0.72933713701089,1.0,340
control,split_10,100,0.5809221844772479,-0.11567188342463737,1.0,340
control,split_30,100,0.20622907864000367,-0.9994935809849991,1.0,340
BRD3379_6,split_50,100,0.9128721796914786,1.1513313372251885,0.9950248756218906,201
BRD3379_6,split_10,100,0.9999999999999402,1.3286552131101117,0.9950248756218906,201
BRD3379_6,split_30,100,0.6774789112589349,0.23474022789634919,0.9950248756218906,201
