test_group,group_by,k,p,z,s,N
Idasanutlin_24,split_50,100,0.2407558312146006,-0.8717603299893689,0.9963898916967509,277
Idasanutlin_24,split_10,100,0.8068021990707148,0.43578629917944994,0.9963898916967509,277
Idasanutlin_24,split_30,100,0.8399216691292618,0.7911343358458905,0.9963898916967509,277
control,split_50,100,0.03468988523221438,-1.920491076717288,0.9985358711566618,683
control,split_10,100,0.9693735577343898,1.3382412166366258,0.9985358711566618,683
control,split_30,100,0.11574846987300197,-1.3285877551994787,0.9985358711566618,683
Idasanutlin_6,split_50,100,0.9894049055627293,2.1102553390933627,1.0,252
Idasanutlin_6,split_10,100,0.878275497141882,0.7101980789106173,1.0,252
Idasanutlin_6,split_30,100,0.6705040574395071,0.242245416736147,1.0,252
