testgroup,reference,relative_support,time_pca,time_edist_test,distance
BRD3379_24,control,1,0.22119879722595215,0.0056934356689453125,49.10732781455124
BRD3379_6,control,1,0.22119879722595215,0.004163980484008789,181.39198772598195
