testgroup,reference,relative_support,time_pca,time_edist_test,distance
D8,control,0.1764069264069264,3.645101547241211,0.16362786293029785,113.561527155675
D2,control,0.20227507755946225,3.645101547241211,0.15645146369934082,59.136348363407194
D4,control,0.2182548538272707,3.645101547241211,0.1563413143157959,135.43574079384985
D6,control,0.23224887200189978,3.645101547241211,0.15648269653320312,444.80748940375497
D3.5,control,0.24249938011405903,3.645101547241211,0.1564497947692871,109.98591598286474
D5,control,0.2706517227065172,3.645101547241211,0.1563422679901123,284.14334186483853
D4.5,control,0.2744492773958187,3.645101547241211,0.15626311302185059,219.80258236276478
D2.5,control,0.28282244071717755,3.645101547241211,0.1563575267791748,57.27896350475628
D3,control,0.28676147192493767,3.645101547241211,0.15627837181091309,83.40389375230812
D5.5,control,0.29862595419847326,3.645101547241211,0.1563262939453125,190.85576911835255
D7,control,0.30059935454126324,3.645101547241211,0.15623927116394043,341.2216525105789
D7.5,control,0.38648488441019563,3.645101547241211,0.1563887596130371,194.4364860740164
D15.5,control,0.40321583178726034,3.645101547241211,0.15634965896606445,290.49377612391385
D16.5,control,0.41974248927038627,3.645101547241211,0.1562943458557129,178.4434811785622
D17.5,control,0.48070779061194396,3.645101547241211,0.15635013580322266,200.2403652275019
D15,control,0.4985980117257201,3.645101547241211,0.15616917610168457,162.84234871479794
D18,control,0.5147368421052632,3.645101547241211,0.15779662132263184,166.77654173524206
D14,control,0.5204896221394358,3.645101547241211,0.15675640106201172,287.19066135654083
D17,control,0.531810766721044,3.645101547241211,0.15631103515625,234.09023108153127
D8.5,control,0.5474391267842149,3.645101547241211,0.1562941074371338,197.29323182239324
D16,control,0.568274259151656,3.645101547241211,0.15626955032348633,148.87143873700785
D6.5,control,0.6287367405978785,3.645101547241211,0.15710210800170898,378.8872370358492
D9,control,0.6352711919454368,3.645101547241211,0.1562490463256836,168.65442018386824
D14.5,control,0.7183253764230628,3.645101547241211,0.15633273124694824,248.08850039979023
D11,control,0.7488514548238897,3.645101547241211,0.1564195156097412,119.53413657718438
D12,control,0.8052696582955949,3.645101547241211,0.15620017051696777,191.76446475172833
D10,control,0.8085985944605208,3.645101547241211,0.1567244529724121,129.02817378138946
D13.5,control,0.8242730720606827,3.645101547241211,0.15641212463378906,135.30276043144613
D9.5,control,0.8515454941227688,3.645101547241211,0.15628623962402344,148.3037003813658
D12.5,control,0.8681757656458056,3.645101547241211,0.1563260555267334,399.8140939226634
D11.5,control,0.872435325602141,3.645101547241211,0.1563732624053955,210.16398502944378
D13,control,0.9114631873252563,3.645101547241211,0.15641164779663086,341.1248954481612
D10.5,control,0.9848942598187311,3.645101547241211,0.1563262939453125,141.22623651265502
D1.5,control,1.0,3.645101547241211,0.1564350128173828,299.01919539547345
