testgroup,reference,relative_support,time_pca,time_edist_test,distance
withdraw_15d_Cocaine,Maintenance_Cocaine,1,1.9621002674102783,0.5860891342163086,54.333149795208726
withdraw_48h_Cocaine,Maintenance_Cocaine,1,1.9621002674102783,0.09165406227111816,11.618797855628259
