testgroup,reference,relative_support,time_pca,time_edist_test,distance
BRD3379_24,control,0.6925465838509317,0.3577709197998047,0.0034182071685791016,87.60365557989661
BRD3379_6,control,1.0,0.3577709197998047,0.0031287670135498047,216.89881067469383
