p_value,a1,E,var,z_score,relative_support,effect_size,testgroup,reference,k,time_test
9.387059076048986e-16,79,144.5435816164818,65.97234786932924,-8.069547818389088,0.9968454258675079,0.5465479623274528,BRD3379_6,control,100,0.9916412830352783
7.100693654005631e-69,27,180.48016415868673,88.86861314290212,-16.28088668660117,0.9986357435197817,0.14960092775769152,BRD3379_24,control,100,1.2993314266204834
