p_value,a1,E,var,z_score,relative_support,effect_size,testgroup,reference,k,time_test
4.37907142006948e-31,506,723.0199932226363,354.0419739616402,-11.533798738769105,1.0,0.6998423345731598,withdraw_48h_Cocaine,Maintenance_Cocaine,100,3.4891576766967773
0.0,194,1000.1705503222607,330.415261756195,-44.350332453050676,0.9998347926647944,0.19396691887947717,withdraw_15d_Cocaine,Maintenance_Cocaine,100,48.554136514663696
