p_value,a1,E,var,z_score,coverage,effect_strength_ratio,testgroup,reference,k,time_test
7.941503112201989e-139,715,1162.4675710692782,205.83404012754605,-31.189108938194376,0.999847607436757,0.38492907863028114,1,0,100,64.61030840873718
4.042457240532432e-76,183,320.126387632596,16.804141404895553,-33.45129010202682,0.9998355804011838,0.42835077934897947,2,0,100,55.670271158218384
