p_value,a1,E,var,z_score,relative_support,effect_size,testgroup,reference,k,time_test
1.2956693149252957e-44,51,164.86206896551724,60.23331040050267,-14.671033365379232,1.0,0.6906504915289688,Trametinib_6,control,100,1.6144118309020996
1.7878344083469375e-79,43,225.8792934249264,99.89297129738264,-18.297723872168206,1.0,0.8096328381942122,Trametinib_24,control,100,1.8091130256652832
