p_value,a1,E,var,z_score,coverage,effect_strength_ratio,testgroup,reference,k,time_test
2.6121532795373017e-188,2290,3412.899019666807,1400.8381136147952,-30.001759682010533,0.9997594997594997,0.3290161862967844,1,0,100,103.53349781036377
1.1169451084949339e-187,119,387.88792610152865,24.53914729609082,-54.28021606973408,0.9998365478914678,0.6932103528047118,2,0,100,56.96910643577576
