p_value,a1,E,var,z_score,relative_support,effect_size,testgroup,reference,k,time_test
2.0338013054674613e-06,84,120.24742268041237,59.37554964224157,-4.704064962609232,1.0,0.30144032921810704,withdraw_48h_Cocaine,Maintenance_Cocaine,100,0.3449728488922119
6.8341724030035e-54,6,107.24121779859485,53.616176833539114,-13.826410255871695,0.9976689976689976,0.9440513626834381,withdraw_15d_Cocaine,Maintenance_Cocaine,100,17.976707458496094
