p_value,a1,E,var,z_score,relative_support,effect_size,testgroup,reference,k,time_test
1.7479780642316024e-11,166,238.7492130115425,119.3742113577694,-6.6584484510664605,0.9989528795811519,0.6952902499912098,withdraw_48h_Cocaine,Maintenance_Cocaine,100,1.442887544631958
7.079529390168897e-92,64,292.47843775427174,138.95869293141834,-19.382168301421025,0.9991876523151909,0.21881954954152943,withdraw_15d_Cocaine,Maintenance_Cocaine,100,2.2419698238372803
