test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
Idasanutlin_24,split_10,split_10,100,0.45615709721565295,19,20.268817204301076,8.583651289166378,-0.43307491189209407,0.9894736842105263,0.06259946949602124
Idasanutlin_24,split_10,split_30,100,0.2549989477499681,23,25.422907488986784,5.519122824040831,-1.0313398593999208,1.0,0.09530410674059953
Idasanutlin_24,split_10,split_50,100,0.015811153974373972,21,26.787465940054496,3.785100633148083,-2.974744929564969,0.997289972899729,0.21605126640219707
Idasanutlin_24,split_30,split_10,100,0.0063902631886504436,26,37.58940397350993,18.461394457855228,-2.697297503921551,1.0,0.3083157152924594
Idasanutlin_24,split_30,split_30,100,0.009923226204679707,47,59.77031802120141,25.001570094906427,-2.553983405572734,0.9964912280701754,0.21365651788353535
Idasanutlin_24,split_30,split_50,100,3.569179805675161e-05,48,68.8,22.055035460992908,-4.429038492901038,1.0,0.3023255813953488
Idasanutlin_24,split_50,split_10,100,0.05331175582622207,37,45.09569377990431,19.212810663874354,-1.846964810692489,0.995260663507109,0.17952254641909815
Idasanutlin_24,split_50,split_30,100,4.763599758934438e-06,55,84.12536443148689,41.014378746621645,-4.547820336665708,1.0,0.34621382775948717
Idasanutlin_24,split_50,split_50,100,1.8988929687970793e-07,67,101.77018633540372,42.64199850481244,-5.324615386429656,0.9979381443298969,0.34165395178516933
Idasanutlin_6,split_10,split_10,100,0.00883763846888808,13,21.210526315789473,9.218836565096954,-2.7041634565979913,0.9896907216494846,0.3870967741935484
Idasanutlin_6,split_10,split_30,100,0.00565161564618497,19,26.938864628820962,6.156507161771984,-3.199566949654397,1.0,0.2946993029664452
Idasanutlin_6,split_10,split_50,100,0.025795243319754642,23,28.479674796747968,4.2649166306908635,-2.653380371072909,0.9973045822102425,0.19240650870682274
Idasanutlin_6,split_30,split_10,100,0.00010627046928075241,20,36.41379310344828,18.03567181926278,-3.8649403246467045,1.0,0.4507575757575758
Idasanutlin_6,split_30,split_30,100,4.788751113097025e-07,32,57.18411552346571,23.36610147401895,-5.209950219157454,0.996415770609319,0.44040404040404046
Idasanutlin_6,split_30,split_50,100,4.501033299450082e-09,36,64.9164677804296,19.900390030249994,-6.482080908708515,1.0,0.44544117647058823
Idasanutlin_6,split_50,split_10,100,4.053246155322689e-07,21,43.666666666666664,19.30685089234312,-5.158600984970382,0.9949238578680203,0.5190839694656488
Idasanutlin_6,split_50,split_30,100,4.8571063406973003e-11,39,79.2370820668693,37.916073959663066,-6.534536647243022,1.0,0.5078062066055469
Idasanutlin_6,split_50,split_50,100,6.4847566118635576e-15,45,94.68869936034115,37.992552835943165,-8.061361387826574,0.9978768577494692,0.5247584948996824
