test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
BRD3379_24,split_10,split_10,100,0.001335214307739891,7,16.238095238095237,8.112709564700197,-3.2433922224276848,1.0,0.4310850439882698
BRD3379_24,split_10,split_30,100,6.470275680227506e-08,7,24.007518796992482,8.432876946426791,-5.8567013419559535,0.9925925925925926,0.29157532101471967
BRD3379_24,split_10,split_50,100,2.565773931007147e-07,11,26.753424657534246,6.350159504597485,-6.251477366762154,0.995475113122172,0.41116231438812084
BRD3379_24,split_30,split_10,100,0.0002987552862755849,13,24.813953488372093,9.305800539129471,-3.8727404074923233,1.0,0.5238987816307404
BRD3379_24,split_30,split_30,100,5.812011746906493e-14,14,50.17085427135678,25.045114355800635,-7.227652376097308,0.9950248756218906,0.2790464743589744
BRD3379_24,split_30,split_50,100,7.820917778271445e-21,15,64.32631578947368,28.788329238569737,-9.193279172348957,0.9965156794425087,0.23318605792832597
BRD3379_24,split_50,split_10,100,1.8054206832646663e-07,11,27.693467336683415,7.504920464885968,-6.093593855619448,0.9950248756218906,0.3972055888223553
BRD3379_24,split_50,split_30,100,5.41868011182794e-18,18,64.47232472324723,30.425340747186535,-8.425131201319836,1.0,0.27918956043956045
BRD3379_24,split_50,split_50,100,2.2720256191584198e-26,22,89.41176470588235,44.535503679516545,-10.101421938579563,1.0,0.24605263157894738
BRD3379_6,split_10,split_10,100,0.008227242598893215,9,16.753846153846155,8.378968723584109,-2.678686538258617,1.0,0.5371900826446281
BRD3379_6,split_10,split_30,100,0.00019093087061316453,13,25.177777777777777,9.154025805253875,-4.024963798050751,0.9927007299270073,0.5163283318623124
BRD3379_6,split_10,split_50,100,0.0023997555909357256,19,28.221719457013574,7.015924471720228,-3.481524481759369,0.9955156950672646,0.6732403399070066
BRD3379_6,split_30,split_10,100,1.0460855024931336e-05,9,23.31192660550459,9.722130756166878,-4.5900495259953935,1.0,0.38606847697756785
BRD3379_6,split_30,split_30,100,4.6737734954791884e-07,21,44.3072625698324,21.681652586014,-5.0054724819551835,0.994475138121547,0.47396293027360986
BRD3379_6,split_30,split_50,100,1.3015287614994213e-07,29,54.91698113207547,22.516789623792075,-5.461741952594701,0.9962546816479401,0.5280698137840996
BRD3379_6,split_50,split_10,100,2.7292919274045814e-05,12,25.43046357615894,8.339302202982385,-4.6507837594454084,0.9934640522875817,0.47187500000000004
BRD3379_6,split_50,split_30,100,6.959758988121314e-10,24,55.964125560538115,27.83727804701482,-6.058281433303014,1.0,0.4288461538461539
BRD3379_6,split_50,split_50,100,1.4287960523582888e-10,36,73.7864077669903,34.98793200905261,-6.388170073680325,1.0,0.48789473684210527
