test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
D16,split_10,split_10,100,7.618349372761104e-110,0,181.73793103448276,90.86289805161806,-19.065679467359782,0.9986244841815681,1.0
D16,split_10,split_30,100,8.98451579647869e-178,1,276.1805273833671,102.91063395852598,-27.12611332957464,1.0,0.9963791799173014
D16,split_10,split_50,100,9.038908857242898e-212,2,306.44137316094515,83.5340239282505,-33.30979584707836,0.999554565701559,0.9934734661336033
D16,split_30,split_10,100,1.5411737202680816e-176,0,270.3122831367106,101.179177389082,-26.87325100720026,0.9993069993069993,1.0
D16,split_30,split_30,100,0.0,1,549.1476082004556,274.5225243812865,-33.08327778646299,1.0,0.9981789959838357
D16,split_30,split_50,100,0.0,0,686.7171341669483,318.49422064545115,-38.47929491137741,0.999662276258021,1.0
D16,split_50,split_10,100,4.965472630346291e-211,0,299.5226953673374,83.76048931592268,-32.72729659659518,0.9995324918186068,1.0
D16,split_50,split_30,100,0.0,1,684.8934624697337,324.26040946438957,-37.97882189920046,1.0,0.9985399189000959
D16,split_50,split_50,100,0.0,0,913.566073871409,456.44095551872397,-42.76098103303568,0.9997265518184304,1.0
D10,split_10,split_10,100,1.9631374190075237e-82,2,142.05733558178753,67.81126652120071,-17.008065991694313,0.9983193277310924,0.9859211775878443
D10,split_10,split_30,100,2.6530279735340626e-133,1,194.1759465478842,55.777133488801326,-25.865742715261007,1.0,0.994850031542123
D10,split_10,split_50,100,6.514498247218239e-155,2,208.17243012790146,40.89861378400011,-32.23860905627474,0.9995267392333176,0.9903925798494488
D10,split_30,split_10,100,2.5172790239029364e-148,2,244.7100802854594,106.59215963008138,-23.50851429618511,0.9991095280498664,0.9918270632837562
D10,split_30,split_30,100,7.59409261725778e-273,1,452.9168,218.55922148664175,-30.5684852637006,1.0,0.9977920889664503
D10,split_30,split_50,100,0.0,2,542.2644941265631,222.60790071764188,-36.210634920850396,0.9996213555471413,0.9963117629465645
D10,split_50,split_10,100,5.039330736145869e-179,2,277.8385251112524,97.92031509978965,-27.87523394014744,0.9993650793650793,0.9928015742266154
D10,split_50,split_30,100,0.0,1,581.1323592608509,290.00747236199726,-34.066106251415334,1.0,0.9982792216195431
D10,split_50,split_50,100,0.0,2,737.5904238110644,351.7656477008576,-39.2201593718989,0.9996766892984158,0.997288468050241
D9.5,split_10,split_10,100,2.535652786870137e-83,0,135.23478260869564,63.361995269153496,-16.989241305600537,0.9982668977469671,1.0
D9.5,split_10,split_30,100,2.2988841302407082e-126,1,181.7313769751693,49.50197739309107,-25.687526290373953,1.0,0.994497372899251
D9.5,split_10,split_50,100,1.6178061113467418e-151,0,193.81175346392737,35.74288285729148,-32.41793311244599,0.9995226730310263,1.0
D9.5,split_30,split_10,100,2.9995430173281073e-148,0,238.1903864278982,106.69777110527588,-23.059323144889504,0.9990592662276576,1.0
D9.5,split_30,split_30,100,7.935921149128685e-261,1,431.09586776859504,204.53673617141686,-30.073197692692304,1.0,0.9976803303516313
D9.5,split_30,split_50,100,1.1e-322,2,511.1888328809616,202.4080978108799,-35.79026621316139,0.9996125532739248,0.9960875514656132
D9.5,split_50,split_10,100,2.7540774722315726e-176,2,275.25245901639346,99.13153478076816,-27.444679525073806,1.0,0.9927339432056413
D9.5,split_50,split_30,100,0.0,1,569.4532279314888,284.578044460361,-33.69721753847955,0.9995612110574813,0.9982439295258146
D9.5,split_50,split_50,100,0.0,2,719.6017088399606,340.0901135524837,-38.91226049911757,1.0,0.9972206847545928
D7,split_10,split_10,100,4.821293464781736e-143,0,231.40298507462686,106.31293821809244,-22.442740944571295,0.9990069513406157,1.0
D7,split_10,split_30,100,5.374749935084338e-249,1,409.38658328595795,190.3107433025209,-29.60327864476652,1.0,0.9975573210241199
D7,split_10,split_50,100,2.62394059643e-312,0,480.8513674197384,183.05211121143398,-35.54049598803478,0.9996039603960396,1.0
D7,split_30,split_10,100,1.957000295102657e-218,0,304.55598455598454,79.39011742748744,-34.18093321084346,0.9995713673381912,1.0
D7,split_30,split_30,100,0.0,1,711.8149108589952,328.2313671166657,-39.23435240895788,1.0,0.9985951404153739
D7,split_30,split_50,100,0.0,0,962.1761496492595,480.8010225132441,-43.88053320162206,0.9997403271877434,1.0
D7,split_50,split_10,100,1.6371788593296827e-256,0,324.870888828486,57.229384563166725,-42.94387785015984,0.9997283346916599,1.0
D7,split_50,split_30,100,0.0,1,833.8084818407399,313.42937301183423,-47.04086430978877,1.0,0.9988006838239492
D7,split_50,split_50,100,0.0,0,1199.722917067539,553.6613493050924,-50.98692861326884,0.9998076553183305,1.0
D6.5,split_10,split_10,100,6.109086488878263e-98,0,161.47465437788017,79.85389630840672,-18.06992324778864,0.998468606431853,1.0
D6.5,split_10,split_30,100,4.410817574624734e-154,1,232.10604982206405,76.46630408293716,-26.428728207057702,1.0,0.9956916245795118
D6.5,split_10,split_50,100,1.0905124162379507e-186,0,252.8243430152144,58.76079748782609,-32.98185262095071,0.9995393827729157,1.0
D6.5,split_30,split_10,100,4.0951894087484817e-168,0,261.5689261233816,103.97671119331146,-25.65181570882503,1.0,1.0
D6.5,split_30,split_30,100,3.517029324118581e-307,1,513.6508474576272,255.28215438340368,-32.08569504528715,0.9995162070633768,0.9980531522434946
D6.5,split_30,split_50,100,0.0,0,632.8548216178029,282.6952070860964,-37.63958882821276,1.0,1.0
D6.5,split_50,split_10,100,2.72116328021378e-203,0,293.82488479262673,88.2001415054923,-31.286280420584276,0.9994884910485934,1.0
D6.5,split_50,split_30,100,0.0,1,655.7942371629109,317.4937428901452,-36.74830084917718,1.0,0.9984751314614685
D6.5,split_50,split_50,100,0.0,0,862.4407951598963,428.3319021971025,-41.67149489978776,0.9997120644975526,1.0
D13,split_10,split_10,100,3.606942807338948e-84,0,136.78756476683938,64.38145688067743,-17.047716629248296,0.9982788296041308,1.0
D13,split_10,split_30,100,6.27112223319856e-128,1,184.52588147036758,50.886964764756996,-25.727290176994632,1.0,0.9945807060124485
D13,split_10,split_50,100,3.6152491939906615e-148,2,197.02432045779685,36.870222941669525,-32.118177323395436,0.9995235826584088,0.9898489689224513
D13,split_30,split_10,100,1.2521160234494853e-136,2,229.58627648839555,106.12795161843805,-22.091803897245164,0.998992950654582,0.9912886779184248
D13,split_30,split_30,100,7.203624573413312e-241,3,403.74154727793695,186.57888175686136,-29.33817722765222,1.0,0.9925695038813165
D13,split_30,split_50,100,2.2912349653085503e-302,2,473.0554005579912,178.14787123775312,-35.29243866990096,0.9996017522899243,0.995772165379275
D13,split_50,split_10,100,7.125587443591042e-170,2,268.9217758985201,101.69371880947824,-26.46896386471646,1.0,0.992562893081761
D13,split_50,split_30,100,5.0817e-319,3,542.9143251957623,271.28911957360464,-32.779978351088346,0.9995398067188219,0.9944742662685898
D13,split_50,split_50,100,0.0,2,677.7936670071501,312.5904336408807,-38.22313251869877,1.0,0.9970492495026825
D11,split_10,split_10,100,2.4608710361348395e-86,2,149.16802610114192,72.34674954111233,-17.302304593234773,0.9983739837398374,0.9865923009623797
D11,split_10,split_30,100,1.0068142605331561e-140,1,207.6188734455011,62.85417983492088,-26.061709970761207,1.0,0.9951834821979106
D11,split_10,split_50,100,1.1225770982776105e-159,4,223.84420459877992,46.859918955248155,-32.11546798571348,0.9995311767463666,0.9821304285846059
D11,split_30,split_10,100,6.755489134402031e-147,4,248.29732065687122,106.32599502116754,-23.69185009316667,1.0,0.9838902812587023
D11,split_30,split_30,100,2.2054684437052477e-279,1,464.6731272917758,225.9637567905895,-30.845551055573104,0.9994767137624281,0.997847949577312
D11,split_30,split_50,100,0.0,4,560.2407476635514,234.42533078559785,-36.329592907097464,1.0,0.9928602122985846
D11,split_50,split_10,100,9.54343983869285e-185,2,283.02561048243,95.1943596642454,-28.803170252013697,0.9994051160023796,0.9929335016835017
D11,split_50,split_30,100,0.0,1,604.3045622688039,299.9421632386853,-34.83516322648218,1.0,0.9983452052782035
D11,split_50,split_50,100,0.0,2,775.4019393181107,375.8827953420776,-39.89137745081096,0.9996874023132228,0.9974206925484881
D12,split_10,split_10,100,1.4283854211343823e-79,2,136.78756476683938,64.38145688067743,-16.798458348229744,0.9982788296041308,0.9853787878787879
D12,split_10,split_30,100,2.5570082831061896e-123,3,184.52588147036758,50.886964764756996,-25.44692328845691,1.0,0.9837421180373456
D12,split_10,split_50,100,1.2321312152140143e-143,4,197.02432045779685,36.870222941669525,-31.7888011999663,0.9995235826584088,0.9796979378449027
D12,split_30,split_10,100,5.72040071796892e-143,2,237.96033994334277,106.69283452413985,-22.843959764030725,1.0,0.9915952380952381
D12,split_30,split_30,100,5.2990550897034025e-260,1,429.58972943125343,203.55748579699977,-30.039881869539816,0.9994484280198566,0.997672197607415
D12,split_30,split_50,100,4.4353597e-317,4,510.128055878929,201.72466434092175,-35.63534036150532,1.0,0.9921588315837517
D12,split_50,split_10,100,7.270943998700663e-177,2,275.8045602605863,98.88108401862335,-27.534935764633627,1.0,0.9927484882842026
D12,split_50,split_30,100,0.0,1,571.8299081766506,285.70469494716855,-33.7713196107895,0.999563128003495,0.998251228231156
D12,split_50,split_50,100,0.0,4,723.3960039305601,342.5620337586184,-38.86855603640847,1.0,0.9944705251642723
D6,split_10,split_10,100,4.493840897846836e-157,0,249.06437768240343,106.24935486266638,-24.162867163330603,1.0,1.0
D6,split_10,split_30,100,6.798686585304716e-281,1,467.3787167449139,227.65063827611235,-30.910375930666362,0.9994788952579469,0.9978604074935963
D6,split_10,split_50,100,0.0,0,564.1699590011182,237.01870397636867,-36.64533089100546,1.0,1.0
D6,split_30,split_10,100,1.3166493737520454e-236,0,315.326650535776,68.56836381015263,-38.08016175373739,1.0,1.0
D6,split_30,split_30,100,0.0,1,773.4510288065844,328.00057256829933,-42.65143573769366,0.999725802029065,0.9987070933223232
D6,split_30,split_50,100,0.0,0,1078.8601224212198,527.4939004891395,-46.97387844439687,1.0,1.0
D6,split_50,split_10,100,3.3558360457893827e-274,0,331.7013356689293,48.058740306191794,-47.84769584973622,0.9997811337272926,1.0
D6,split_50,split_30,100,0.0,1,880.4016162375493,291.1173544867274,-51.541044028416664,1.0,0.9988641547430666
D6,split_50,split_50,100,0.0,0,1298.7056696795398,554.1139933546285,-55.17104088016312,0.9998357154591753,1.0
D16.5,split_10,split_10,100,5.305536966970324e-118,2,202.5822168087698,99.7239862035327,-20.08596084662916,1.0,0.9901274651274651
D16.5,split_10,split_30,100,2.092952545709135e-204,1,326.18753973299425,135.0377129692307,-27.983778803650114,0.9993650793650793,0.9969342789708688
D16.5,split_10,split_50,100,2.1759137472643884e-247,2,370.9431380932022,117.43933980345682,-34.0449449928596,1.0,0.9946083380588173
D16.5,split_30,split_10,100,1.7455900859918027e-195,0,287.5966386554622,92.45567013714529,-29.910042520876583,0.9994404029099049,1.0
D16.5,split_30,split_30,100,0.0,1,625.5419456478928,307.9835899245593,-35.58752812949946,1.0,0.9984013861788849
D16.5,split_30,split_50,100,0.0,0,810.7865576748411,397.79706485825113,-40.65142299357865,0.999697428139183,1.0
D16.5,split_50,split_10,100,3.554868103042765e-225,2,312.1155983697666,72.00892187419183,-36.545209581621535,0.9996297667530544,0.9935921177587844
D16.5,split_50,split_30,100,0.0,1,754.5708079930495,329.5407322325648,-41.51160403558755,1.0,0.9986747433250701
D16.5,split_50,split_50,100,0.0,2,1042.0962769741523,514.7912475475279,-45.841409716141996,0.9997629770087698,0.9980807915312707
