test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
Trametinib_24,split_10,split_10,100,1.8857461524952786e-05,8,21.557894736842105,9.530858725761773,-4.391635040999346,0.9896907216494846,0.62890625
Trametinib_24,split_10,split_30,100,4.937780978874841e-07,12,27.59111111111111,6.580074450534242,-6.078013534633203,0.9955947136563876,0.5650773195876289
Trametinib_24,split_10,split_50,100,4.001279246720089e-09,12,29.267217630853995,4.583395070475994,-8.065452096213706,1.0,0.5899849397590362
Trametinib_24,split_30,split_10,100,4.3176157009643657e-10,13,39.78787878787879,18.936041958908664,-6.155930691070792,1.0,0.6732673267326732
Trametinib_24,split_30,split_30,100,4.582470381497548e-22,15,66.76271186440678,29.969262686862766,-9.455380099610105,1.0,0.7753236862147753
Trametinib_24,split_30,split_50,100,7.170765145350166e-27,18,77.03016241299304,27.303569971837263,-11.297029439424824,0.9976905311778291,0.7663253012048192
Trametinib_24,split_50,split_10,100,2.3500339214599827e-10,19,47.59414225941423,18.713993545569156,-6.609883968434334,1.0,0.6007912087912088
Trametinib_24,split_50,split_30,100,1.6832045553455033e-34,15,92.47967479674797,46.103599867659476,-11.410912377875608,1.0,0.8378021978021978
Trametinib_24,split_50,split_50,100,4.640982536062362e-49,14,114.39207920792079,51.57517179444653,-13.97909664201754,0.9980276134122288,0.8776139038914278
Trametinib_6,split_10,split_10,100,1.8857461524952786e-05,8,21.557894736842105,9.530858725761773,-4.391635040999346,0.9896907216494846,0.62890625
Trametinib_6,split_10,split_30,100,0.0013399558759272956,18,27.59111111111111,6.580074450534242,-3.738983240518373,0.9955947136563876,0.3476159793814433
Trametinib_6,split_10,split_50,100,5.785736720612879e-05,18,29.267217630853995,4.583395070475994,-5.262874772417687,1.0,0.3849774096385542
Trametinib_6,split_30,split_10,100,3.3591154020335483e-09,11,35.07194244604317,17.444805905000308,-5.763390754607742,1.0,0.6863589743589744
Trametinib_6,split_30,split_30,100,1.3766800059299249e-09,25,54.36802973977695,21.734191970378234,-6.29945621877165,1.0,0.5401709401709401
Trametinib_6,split_30,split_50,100,3.938296472047526e-14,25,61.2962962962963,18.342132225047397,-8.47495501401129,0.9975429975429976,0.5921450151057401
Trametinib_6,split_50,split_10,100,3.1041924711742994e-09,16,41.967213114754095,18.99756644756281,-5.957668799707717,0.9945945945945946,0.6187499999999999
Trametinib_6,split_50,split_30,100,1.0204162435209245e-16,26,74.37699680511182,35.096853099308696,-8.165914254548127,0.9968253968253968,0.6504295532646047
Trametinib_6,split_50,split_50,100,5.482697357106083e-25,26,88.33702882483371,34.36567319721455,-10.6336820514196,1.0,0.7056726907630522
