test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
withdraw_48h_Cocaine,split_10,split_10,100,6.656566232619303e-05,10,23.655913978494624,11.7790407072405,-3.978925531368232,0.9894736842105263,0.5772727272727273
withdraw_48h_Cocaine,split_10,split_30,100,0.032115209795290985,27,34.63350785340314,12.32641649077602,-2.1742312716192584,0.9948186528497409,0.2204081632653061
withdraw_48h_Cocaine,split_10,split_50,100,0.007782200856193145,29,38.14878892733564,9.875827928188645,-2.9112322315069448,0.9965635738831615,0.23981859410430828
withdraw_48h_Cocaine,split_30,split_10,100,0.005822443682983551,26,36.75675675675676,14.363960770695375,-2.8382081501424006,0.9946524064171123,0.2926470588235295
withdraw_48h_Cocaine,split_30,split_30,100,4.316812136707828e-06,44,71.12367491166077,35.49788938098181,-4.552471804343357,0.9964912280701754,0.38135930047694744
withdraw_48h_Cocaine,split_30,split_50,100,2.928803984601151e-06,58,87.81102362204724,40.226727419154045,-4.700234623543051,0.9973890339425587,0.3394906743185079
withdraw_48h_Cocaine,split_50,split_10,100,0.03334142006069479,34,41.522491349480966,11.725399278872759,-2.196837213762926,1.0,0.1811666666666666
withdraw_48h_Cocaine,split_50,split_30,100,8.190411702094299e-05,66,91.78294573643412,43.284811336731295,-3.9189053108899636,1.0,0.2809121621621622
withdraw_48h_Cocaine,split_50,split_50,100,1.1729550961204972e-05,88,121.73195876288659,60.85688540574011,-4.324010101095431,1.0,0.27710027100270995
withdraw_15d_Cocaine,split_10,split_10,100,1.3606104390131784e-05,14,30.708661417322833,14.597011594023188,-4.373304148674041,0.9922480620155039,0.5441025641025641
withdraw_15d_Cocaine,split_10,split_30,100,1.6334251419791102e-13,16,51.306666666666665,23.14858634778276,-7.338283404161429,0.9955947136563876,0.6881496881496881
withdraw_15d_Cocaine,split_10,split_50,100,7.5965657834268e-13,24,59.40557275541796,21.617548296846344,-7.614973658770074,0.9969230769230769,0.5959974984365228
withdraw_15d_Cocaine,split_30,split_10,100,1.2588209649038635e-06,22,40.95940959409594,12.168876020095336,-5.435000343237655,1.0,0.4628828828828828
withdraw_15d_Cocaine,split_30,split_30,100,2.130649098601269e-20,30,89.04065040650407,42.720418389137706,-9.03302858276565,1.0,0.6630752373995618
withdraw_15d_Cocaine,split_30,split_50,100,6.3466210813483436e-27,38,116.94218415417559,58.31626774449437,-10.337470365391193,1.0,0.6750531018823702
withdraw_15d_Cocaine,split_50,split_10,100,3.453538960262578e-12,18,44.26229508196721,9.011239862781984,-8.748637094094612,0.9976689976689976,0.5933333333333333
withdraw_15d_Cocaine,split_50,split_30,100,2.203266501061945e-27,34,106.56,43.01519541108986,-11.063341645019598,0.9981024667931688,0.6809309309309309
withdraw_15d_Cocaine,split_50,split_50,100,2.8718566223351947e-46,34,149.25842696629215,71.26834007563824,-13.652882928980553,0.9984,0.7722071665161097
