test_group,split_1,split_2,k,p,a1,E,var,z,s,effect_size
BRD3379_24,split_10,split_10,100,0.00033762173668387474,7,17.56338028169014,8.432143380799186,-3.6377589955173804,1.0,0.3985565356856456
BRD3379_24,split_10,split_30,100,0.003754859152613452,15,23.62251655629139,7.173164723435832,-3.2194273925024954,0.9934640522875817,0.6349873843566022
BRD3379_24,split_10,split_50,100,0.0001468030459749661,15,25.71255060728745,5.187124147959435,-4.70359115872916,1.0,0.5833726972130373
BRD3379_24,split_30,split_10,100,1.6186751001314173e-05,13,28.77952755905512,12.791706863413728,-4.411941517251308,1.0,0.45170998632010945
BRD3379_24,split_30,split_30,100,1.5769016356166645e-13,15,50.507246376811594,24.39487502625499,-7.188986943168371,0.9952153110047847,0.296987087517934
BRD3379_24,split_30,split_50,100,2.0199162359960608e-18,17,61.43564356435643,24.670449545530193,-8.946289398699237,1.0,0.2767123287671233
BRD3379_24,split_50,split_10,100,1.7293796140884827e-08,12,32.59016393442623,11.376006865617127,-6.10470780339591,0.9945945945945946,0.3682092555331992
BRD3379_24,split_50,split_30,100,3.160808162329977e-14,24,66.44528301886793,33.06867188166228,-7.3810994566409915,1.0,0.36119945479327575
BRD3379_24,split_50,split_50,100,3.1251238975062306e-25,22,86.2284122562674,41.17148833602543,-10.009880730771041,0.997229916897507,0.25513632252228974
BRD3379_6,split_10,split_10,100,0.07412262049385268,10,14.666666666666666,6.571948998178506,-1.8203700800610227,0.9846153846153847,0.6818181818181819
BRD3379_6,split_10,split_30,100,0.19248382006191844,16,18.813793103448276,4.687342906795939,-1.2996571426041204,1.0,0.8504398826979472
BRD3379_6,split_10,split_50,100,0.0563275590159961,16,20.06694560669456,3.228821606542984,-2.2633219672184977,0.995850622406639,0.7973311092577148
BRD3379_6,split_30,split_10,100,3.99836825313994e-07,8,25.6,12.228349514563106,-5.0330210423768476,0.9906542056074766,0.3125
BRD3379_6,split_30,split_30,100,0.0010595078959664364,28,42.43850267379679,19.011762232649303,-3.311394861359914,1.0,0.6597782258064516
BRD3379_6,split_30,split_50,100,1.272684354969197e-06,28,49.65124555160142,17.31609275465103,-5.203049213647754,0.9964664310954063,0.5639334862385321
BRD3379_6,split_50,split_10,100,9.63486929453851e-05,16,30.285714285714285,12.233638282899367,-4.084361203750953,0.9932885906040269,0.5283018867924528
BRD3379_6,split_50,split_30,100,5.390944692940695e-05,36,57.39737991266376,28.520368642519763,-4.006664981851558,1.0,0.6272063298843579
BRD3379_6,split_50,split_50,100,4.2591839335455247e-10,36,71.54179566563468,31.443531036746354,-6.338313419252448,0.9969230769230769,0.5032023541630604
