6; control; 2; 2.2925552109806275e-29; -10.981790362341446; 0.6974248927038627; 7.146570
6; control; 5; 8.141915891577072e-38; -12.56855421634986; 1.0; 0.302346
6; control; 10; 1.1587752436022432e-36; -12.378421724020566; 1.0; 0.330598
6; control; 100; 1.5654111655751779e-35; -12.188289231691272; 1.0; 0.507511
6; control; 500; 8.141915891577072e-38; -12.56855421634986; 1.0; 0.914290
6; control; None; 8.141915891577072e-38; -12.56855421634986; 1.0; 4.920424

24; control; 2; 2.84449056576055e-56; -16.39866034775911; 0.6968085106382979; 0.418198
24; control; 5; 2.0285146834130027e-76; -19.474784070105738; 1.0; 0.737397
24; control; 10; 2.6066927439739914e-80; -19.964822806331384; 1.0; 0.876006
24; control; 100; 2.5000522863507193e-74; -19.211567232615227; 1.0; 1.380412
24; control; 500; 2.5000522863507193e-74; -19.211567232615227; 1.0; 3.117563
24; control; None; 2.5000522863507193e-74; -19.211567232615227; 1.0; 35.629851
