t_NN [s],t_matching [s],peak_ram_gb,num_edges,metric,relative_support,n_obs,n_var,file,k,slurm_job_id,slurm_array_idx
11.80617618560791,0.21710634231567383,1.8009414672851562,315872,sqeuclidean,1.0,1000,10,sim_N1000_h10.h5ad,5000,1384721,44
12.984613180160522,0.06559443473815918,1.755889892578125,39757,sqeuclidean,0.988,1000,1000,sim_N1000_h1000.h5ad,50,1384724,47
11.748621225357056,0.08977031707763672,1.7736892700195312,76651,sqeuclidean,0.996,1000,1000,sim_N1000_h1000.h5ad,100,1384725,48
11.673097610473633,0.13721084594726562,1.7935829162597656,144697,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,200,1384726,49
11.670047760009766,0.21843791007995605,1.8231925964355469,316577,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,500,1384727,50
11.915675401687622,0.2788515090942383,1.8702583312988281,499500,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,1000,1384728,51
217.13158130645752,36.84607124328613,3.794544219970703,13811739,sqeuclidean,1.0,10000,10,sim_N10000_h10.h5ad,2000,1384677,7
11.81778335571289,0.22246646881103516,1.8125038146972656,317071,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,5000,1384730,53
101.06189036369324,9.73118782043457,2.453125,4039456,sqeuclidean,0.9998,10000,500,sim_N10000_h500.h5ad,500,1384708,32
11.726953506469727,0.22094988822937012,1.8096504211425781,317071,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,2000,1384729,52
12.906715869903564,0.043680429458618164,1.7787322998046875,7841,sqeuclidean,0.932,1000,2000,sim_N1000_h2000.h5ad,10,1384731,54
11.575979471206665,0.04934859275817871,1.7788467407226562,16054,sqeuclidean,0.964,1000,2000,sim_N1000_h2000.h5ad,20,1384732,55
11.63245964050293,0.04560041427612305,1.7853622436523438,39576,sqeuclidean,0.99,1000,2000,sim_N1000_h2000.h5ad,50,1384733,56
11.624250650405884,0.07105875015258789,1.79779052734375,76430,sqeuclidean,0.996,1000,2000,sim_N1000_h2000.h5ad,100,1384734,57
11.801969289779663,0.1184084415435791,1.7946701049804688,144327,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,200,1384735,58
12.402275323867798,0.2464008331298828,1.828125,315828,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,500,1384736,59
12.00553035736084,0.29440927505493164,1.8811492919921875,499500,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,1000,1384737,60
11.591160297393799,0.22054362297058105,1.8253593444824219,316336,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,2000,1384738,61
11.653814792633057,0.21970582008361816,1.8278617858886719,316336,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,5000,1384739,62
188.71006059646606,9.978466987609863,2.553802490234375,4087781,sqeuclidean,0.999,10000,2000,sim_N10000_h2000.h5ad,500,1384699,23
191.02107214927673,16.48046064376831,2.9805221557617188,7773012,sqeuclidean,0.9998,10000,1000,sim_N10000_h1000.h5ad,1000,1384691,15
12.594247102737427,0.03987383842468262,1.753875732421875,7993,sqeuclidean,0.954,1000,500,sim_N1000_h500.h5ad,10,1384740,63
11.407599687576294,0.03078603744506836,1.7615509033203125,16317,sqeuclidean,0.988,1000,500,sim_N1000_h500.h5ad,20,1384741,64
11.490930557250977,0.044515132904052734,1.7652740478515625,39939,sqeuclidean,0.994,1000,500,sim_N1000_h500.h5ad,50,1384742,65
11.667407274246216,0.09546470642089844,1.7717819213867188,76689,sqeuclidean,0.998,1000,500,sim_N1000_h500.h5ad,100,1384743,66
11.895739555358887,0.14298725128173828,1.7703361511230469,144514,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,200,1384744,67
11.623119115829468,0.22316861152648926,1.8061180114746094,316635,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,5000,1384748,71
11.658045530319214,0.2244412899017334,1.8052177429199219,316635,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,2000,1384747,70
11.954555749893188,0.29639244079589844,1.8575019836425781,499500,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,1000,1384746,69
12.281902074813843,0.2587132453918457,1.8072280883789062,316137,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,500,1384745,68
154.5956792831421,18.05361771583557,2.9654541015625,7717507,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,1000,1384709,33
242.45940899848938,16.086528539657593,3.0438308715820312,7788076,sqeuclidean,0.9998,10000,2000,sim_N10000_h2000.h5ad,1000,1384700,24
40.195696115493774,18.54799461364746,1.8685340881347656,167739,sqeuclidean,0.9999,20000,10,sim_N20000_h10.h5ad,10,1384749,72
41.81102967262268,11.75760006904602,2.10174560546875,210797,sqeuclidean,0.9333,20000,1000,sim_N20000_h1000.h5ad,10,1384758,81
40.624160289764404,25.639695644378662,1.9126968383789062,315687,sqeuclidean,0.9999,20000,10,sim_N20000_h10.h5ad,20,1384750,73
44.29664087295532,13.243825912475586,2.0830116271972656,399170,sqeuclidean,0.9755,20000,1000,sim_N20000_h1000.h5ad,20,1384759,82
42.822593450546265,27.251395225524902,1.9744110107421875,760614,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,50,1384751,74
48.721020221710205,27.86032795906067,2.0805625915527344,1503820,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,100,1384752,75
60.37531065940857,36.64946961402893,2.291980743408203,2985593,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,200,1384753,76
55.54166865348816,14.536037683486938,2.1692237854003906,939646,sqeuclidean,0.9946,20000,1000,sim_N20000_h1000.h5ad,50,1384760,83
327.03607058525085,28.131154775619507,3.9579124450683594,14570706,sqeuclidean,1.0,10000,1000,sim_N10000_h1000.h5ad,2000,1384692,16
88.02147889137268,46.62919998168945,2.9184913635253906,7393495,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,500,1384754,77
42.911768674850464,11.093346357345581,2.436981201171875,211874,sqeuclidean,0.895,20000,2000,sim_N20000_h2000.h5ad,10,1384767,90
75.13535380363464,16.370352029800415,2.2438201904296875,1816890,sqeuclidean,0.9981,20000,1000,sim_N20000_h1000.h5ad,100,1384761,84
50.24314093589783,12.383394241333008,2.4276084899902344,401466,sqeuclidean,0.9381,20000,2000,sim_N20000_h2000.h5ad,20,1384768,91
302.3606767654419,29.403457641601562,3.9060821533203125,14508621,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,2000,1384711,34
113.39685773849487,20.627248525619507,2.4778366088867188,3524516,sqeuclidean,0.9989,20000,1000,sim_N20000_h1000.h5ad,200,1384762,85
66.33766102790833,14.14981484413147,2.4408035278320312,946731,sqeuclidean,0.9879,20000,2000,sim_N20000_h2000.h5ad,50,1384769,92
388.8520157337189,29.89139747619629,4.013160705566406,14590127,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,2000,1384701,25
177.75155901908875,70.49895524978638,3.9104270935058594,14622331,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,1000,1384755,78
40.91970443725586,11.34827446937561,1.9650154113769531,209710,sqeuclidean,0.9366,20000,500,sim_N20000_h500.h5ad,10,1384776,99
42.05089712142944,12.229367971420288,1.9929046630859375,397583,sqeuclidean,0.961,20000,500,sim_N20000_h500.h5ad,20,1384777,100
101.73244857788086,16.135937213897705,2.4775657653808594,1831233,sqeuclidean,0.9935,20000,2000,sim_N20000_h2000.h5ad,100,1384770,93
49.09091830253601,14.023963451385498,2.047595977783203,933703,sqeuclidean,0.9898,20000,500,sim_N20000_h500.h5ad,50,1384778,101
165.7597141265869,20.298377513885498,2.6406898498535156,3550748,sqeuclidean,0.9969,20000,2000,sim_N20000_h2000.h5ad,200,1384771,94
61.74731135368347,15.598726987838745,2.1637802124023438,1804818,sqeuclidean,0.9948,20000,500,sim_N20000_h500.h5ad,100,1384779,102
252.7721803188324,32.06592106819153,3.22314453125,8436910,sqeuclidean,0.9993,20000,1000,sim_N20000_h1000.h5ad,500,1384763,86
11.70767593383789,0.13093829154968262,1.74176025390625,13550,sqeuclidean,0.999,2000,10,sim_N2000_h10.h5ad,10,1384785,108
86.40395712852478,19.88418221473694,2.3942184448242188,3503204,sqeuclidean,0.998,20000,500,sim_N20000_h500.h5ad,200,1384780,103
11.940238237380981,0.15726232528686523,1.7379684448242188,28354,sqeuclidean,0.999,2000,10,sim_N2000_h10.h5ad,20,1384786,109
11.907907485961914,0.18766021728515625,1.7475433349609375,72378,sqeuclidean,0.999,2000,10,sim_N2000_h10.h5ad,50,1384787,110
11.976433515548706,0.27661943435668945,1.7520904541015625,144360,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,100,1384788,111
11.927696466445923,0.3908722400665283,1.7873916625976562,284582,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,200,1384789,112
12.099058151245117,0.7495138645172119,1.8696784973144531,680007,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,500,1384790,113
12.322131395339966,1.2824006080627441,1.9938392639160156,1260520,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,1000,1384791,114
12.670483112335205,1.9097988605499268,2.088947296142578,1999000,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,2000,1384792,115
12.401912212371826,1.3165533542633057,1.9924545288085938,1261557,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,5000,1384793,116
11.817407608032227,0.10234928131103516,1.7685623168945312,16245,sqeuclidean,0.937,2000,1000,sim_N2000_h1000.h5ad,10,1384794,117
11.90671443939209,0.12430572509765625,1.7728042602539062,33495,sqeuclidean,0.976,2000,1000,sim_N2000_h1000.h5ad,20,1384795,118
11.785373449325562,0.14945125579833984,1.7728347778320312,83180,sqeuclidean,0.993,2000,1000,sim_N2000_h1000.h5ad,50,1384796,119
11.585439205169678,0.2185688018798828,1.8034400939941406,161816,sqeuclidean,0.998,2000,1000,sim_N2000_h1000.h5ad,100,1384797,120
12.138155221939087,0.34088802337646484,1.8119964599609375,310154,sqeuclidean,0.999,2000,1000,sim_N2000_h1000.h5ad,200,1384798,121
11.966603994369507,0.699108362197876,1.9076309204101562,710255,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,500,1384800,122
11.983631372451782,1.2133941650390625,2.0272483825683594,1270817,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,1000,1384801,123
188.07117342948914,29.430490970611572,3.1541900634765625,8399979,sqeuclidean,0.9995,20000,500,sim_N20000_h500.h5ad,500,1384781,104
12.944833755493164,1.6934924125671387,2.1832733154296875,1999000,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,2000,1384803,124
380.7248637676239,48.79572582244873,4.251800537109375,16259949,sqeuclidean,0.9997,20000,1000,sim_N20000_h1000.h5ad,1000,1384764,87
11.82527780532837,0.07947611808776855,1.802337646484375,16206,sqeuclidean,0.906,2000,2000,sim_N2000_h2000.h5ad,10,1384805,126
12.32015323638916,1.2201285362243652,2.025074005126953,1271817,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,5000,1384804,125
11.785136461257935,0.1243598461151123,1.8167572021484375,33374,sqeuclidean,0.966,2000,2000,sim_N2000_h2000.h5ad,20,1384807,127
12.183673620223999,0.13938045501708984,1.8007736206054688,82914,sqeuclidean,0.982,2000,2000,sim_N2000_h2000.h5ad,50,1384808,128
11.804293632507324,0.2134089469909668,1.8434600830078125,161642,sqeuclidean,0.993,2000,2000,sim_N2000_h2000.h5ad,100,1384809,129
11.693243741989136,0.3369596004486084,1.8485641479492188,309674,sqeuclidean,0.999,2000,2000,sim_N2000_h2000.h5ad,200,1384810,130
11.934042930603027,0.7328341007232666,1.9336090087890625,708288,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,500,1384811,131
12.326704740524292,1.2639214992523193,2.0593910217285156,1267357,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,1000,1384812,132
364.1234312057495,31.810620546340942,3.3836593627929688,8493443,sqeuclidean,0.9988,20000,2000,sim_N20000_h2000.h5ad,500,1384772,95
13.083733558654785,1.7706224918365479,2.2223663330078125,1999000,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,2000,1384813,133
12.202378988265991,1.2709805965423584,2.067729949951172,1268347,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,5000,1384814,134
11.551356315612793,0.07976889610290527,1.7508316040039062,16012,sqeuclidean,0.935,2000,500,sim_N2000_h500.h5ad,10,1384815,135
11.597831964492798,0.10162520408630371,1.7534561157226562,33087,sqeuclidean,0.977,2000,500,sim_N2000_h500.h5ad,20,1384816,136
11.940354347229004,0.16742992401123047,1.7806777954101562,82286,sqeuclidean,0.992,2000,500,sim_N2000_h500.h5ad,50,1384817,137
440.92754578590393,121.17914605140686,5.8754730224609375,28703759,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,2000,1384756,79
11.834211826324463,0.23194098472595215,1.7964973449707031,160393,sqeuclidean,0.998,2000,500,sim_N2000_h500.h5ad,100,1384818,138
11.766374111175537,0.3645930290222168,1.8221855163574219,307834,sqeuclidean,0.998,2000,500,sim_N2000_h500.h5ad,200,1384819,139
12.112879276275635,0.753441572189331,1.8846473693847656,706268,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,500,1384820,140
12.419028997421265,1.2886219024658203,2.000537872314453,1265489,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,1000,1384821,141
12.694633960723877,1.7328917980194092,2.176055908203125,1999000,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,2000,1384822,142
12.387634992599487,1.2951877117156982,2.0143890380859375,1266489,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,5000,1384823,143
313.78019094467163,45.75791072845459,4.156055450439453,16203232,sqeuclidean,0.9999,20000,500,sim_N20000_h500.h5ad,1000,1384782,105
852.4851160049438,84.11888146400452,6.354061126708984,31568981,sqeuclidean,1.0,10000,10,sim_N10000_h10.h5ad,5000,1384680,8
877.08567070961,55.986289262771606,6.424381256103516,31739925,sqeuclidean,1.0,10000,1000,sim_N10000_h1000.h5ad,5000,1384693,17
39.2132728099823,1.403404951095581,1.8300094604492188,42307,sqeuclidean,0.9996,5000,10,sim_N5000_h10.h5ad,10,1384833,180
513.461062669754,49.897074699401855,4.394512176513672,16356459,sqeuclidean,0.9993,20000,2000,sim_N20000_h2000.h5ad,1000,1384773,96
39.75488519668579,1.433793544769287,1.8565292358398438,79332,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,20,1384834,181
40.167362689971924,1.572814702987671,1.8970489501953125,189893,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,50,1384835,182
42.098697662353516,1.8120522499084473,1.9096755981445312,373377,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,100,1384836,183
852.225072145462,64.8596305847168,6.425483703613281,31732150,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,5000,1384712,35
953.9763431549072,57.04444408416748,6.517612457275391,31751192,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,5000,1384702,26
44.16728734970093,2.308924436569214,1.9509849548339844,735326,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,200,1384837,184
40.824397802352905,211.1887972354889,1.9147834777832031,415485,sqeuclidean,0.99996,50000,10,sim_N50000_h10.h5ad,10,1384824,144
53.017359018325806,3.8900959491729736,2.090160369873047,1790625,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,500,1384838,185
41.880512952804565,228.69301056861877,1.9831733703613281,781445,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,20,1384825,145
68.0487003326416,6.335411071777344,2.3631591796875,3462846,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,1000,1384839,186
702.7165746688843,82.05900120735168,6.250843048095703,31025266,sqeuclidean,0.9998,20000,1000,sim_N20000_h1000.h5ad,2000,1384765,88
62.920180559158325,213.8168489933014,2.4101409912109375,3738286,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,100,1384828,147
39.74560904502869,0.6743543148040771,1.9081192016601562,51520,sqeuclidean,0.948,5000,1000,sim_N5000_h1000.h5ad,10,1384842,189
48.19350504875183,243.89501237869263,2.150257110595703,1887220,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,50,1384827,146
40.458516359329224,0.7263357639312744,1.8889389038085938,96389,sqeuclidean,0.972,5000,1000,sim_N5000_h1000.h5ad,20,1384844,190
42.31436848640442,0.9189543724060059,1.9516639709472656,223663,sqeuclidean,0.9924,5000,1000,sim_N5000_h1000.h5ad,50,1384845,191
46.72204375267029,1.179337978363037,1.9854049682617188,429321,sqeuclidean,0.9964,5000,1000,sim_N5000_h1000.h5ad,100,1384846,192
83.5079116821289,241.10947251319885,2.9392013549804688,7443182,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,200,1384829,148
55.10752058029175,1.6594457626342773,1.9931221008300781,825745,sqeuclidean,0.9992,5000,1000,sim_N5000_h1000.h5ad,200,1384847,193
40.09483289718628,0.6478252410888672,1.9505043029785156,52060,sqeuclidean,0.9248,5000,2000,sim_N5000_h2000.h5ad,10,1384852,198
40.24428176879883,0.7473726272583008,1.9337310791015625,97255,sqeuclidean,0.9628,5000,2000,sim_N5000_h2000.h5ad,20,1384853,199
129.2869005203247,13.007598400115967,2.7925376892089844,6518936,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,2000,1384840,187
72.72573637962341,3.5432727336883545,2.1374359130859375,1938823,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,500,1384848,194
45.01293706893921,0.8636090755462646,2.0337753295898438,225231,sqeuclidean,0.992,5000,2000,sim_N5000_h2000.h5ad,50,1384854,200
88.77612829208374,5.655470371246338,2.4033164978027344,3635126,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,1000,1384849,195
52.79231572151184,1.1591131687164307,2.0156517028808594,431992,sqeuclidean,0.9964,5000,2000,sim_N5000_h2000.h5ad,100,1384855,201
622.6653370857239,81.67679762840271,6.183605194091797,30942072,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,2000,1384783,106
66.01972508430481,1.638735294342041,2.027618408203125,828498,sqeuclidean,0.9984,5000,2000,sim_N5000_h2000.h5ad,200,1384856,202
39.751667976379395,0.6307177543640137,1.8832969665527344,51313,sqeuclidean,0.9404,5000,500,sim_N5000_h500.h5ad,10,1384861,207
40.176493406295776,0.7487738132476807,1.8664398193359375,95797,sqeuclidean,0.9756,5000,500,sim_N5000_h500.h5ad,20,1384862,208
42.13562202453613,0.8530356884002686,1.9358749389648438,221945,sqeuclidean,0.992,5000,500,sim_N5000_h500.h5ad,50,1384863,209
44.07365012168884,1.0828564167022705,1.9425926208496094,426657,sqeuclidean,0.9968,5000,500,sim_N5000_h500.h5ad,100,1384864,210
152.1458649635315,9.388590097427368,2.8431854248046875,6610996,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,2000,1384850,196
86.66144800186157,3.208768367767334,2.1845970153808594,1943090,sqeuclidean,0.9996,5000,2000,sim_N5000_h2000.h5ad,500,1384857,203
11.819667339324951,0.016056060791015625,1.722198486328125,6973,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,20,1384871,217
11.646904468536377,0.014657735824584961,1.7462234497070312,3350,sqeuclidean,0.996,500,10,sim_N500_h10.h5ad,10,1384870,216
155.0211980342865,327.4581506252289,4.554370880126953,18538433,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,500,1384830,149
102.82628083229065,5.586145877838135,2.4240875244140625,3638793,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,1000,1384858,204
50.13445687294006,1.7658843994140625,1.9769668579101562,821795,sqeuclidean,0.9984,5000,500,sim_N5000_h500.h5ad,200,1384865,211
11.700181245803833,0.03970146179199219,1.7244110107421875,17436,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,50,1384872,218
11.747732639312744,0.02919292449951172,1.7369766235351562,34100,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,100,1384873,219
11.726040840148926,0.04641413688659668,1.7482757568359375,64686,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,200,1384874,220
11.557078838348389,0.05178356170654297,1.752685546875,78798,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,1000,1384876,222
11.657705783843994,0.09137940406799316,1.7404937744140625,124750,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,500,1384875,221
60.51197290420532,3.2570924758911133,2.1464385986328125,1933545,sqeuclidean,0.9996,5000,500,sim_N5000_h500.h5ad,500,1384866,212
11.678961753845215,0.027625322341918945,1.7439193725585938,3853,sqeuclidean,0.948,500,1000,sim_N500_h1000.h5ad,10,1384879,225
11.728501558303833,0.0613405704498291,1.744842529296875,78798,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,2000,1384877,223
11.748839378356934,0.051879167556762695,1.7482147216796875,78798,sqeuclidean,1.0,500,10,sim_N500_h10.h5ad,5000,1384878,224
11.66105341911316,0.01303243637084961,1.7624435424804688,7884,sqeuclidean,0.972,500,1000,sim_N500_h1000.h5ad,20,1384880,226
11.584155321121216,0.03868913650512695,1.7236709594726562,19127,sqeuclidean,0.992,500,1000,sim_N500_h1000.h5ad,50,1384881,227
11.493225336074829,0.02642655372619629,1.759429931640625,36228,sqeuclidean,0.996,500,1000,sim_N500_h1000.h5ad,100,1384882,228
81.90135955810547,5.4160377979278564,2.3982582092285156,3631235,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,1000,1384867,213
855.1624879837036,82.30140805244446,6.433414459228516,31182515,sqeuclidean,0.9999,20000,2000,sim_N20000_h2000.h5ad,2000,1384774,97
11.806329250335693,0.06972789764404297,1.7562103271484375,79658,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,1000,1384885,231
11.86996340751648,0.061208248138427734,1.7654342651367188,124750,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,500,1384884,230
11.575713157653809,0.07345890998840332,1.7418594360351562,79658,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,5000,1384887,233
11.634263753890991,0.010560989379882812,1.7523269653320312,3858,sqeuclidean,0.94,500,2000,sim_N500_h2000.h5ad,10,1384888,234
11.77962589263916,0.04857158660888672,1.7667007446289062,79658,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,2000,1384886,232
11.806550741195679,0.06549382209777832,1.7449111938476562,66164,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,200,1384883,229
11.599180698394775,0.03495478630065918,1.7560577392578125,7911,sqeuclidean,0.976,500,2000,sim_N500_h2000.h5ad,20,1384889,235
11.87509036064148,0.01889348030090332,1.75384521484375,19167,sqeuclidean,0.992,500,2000,sim_N500_h2000.h5ad,50,1384890,236
174.11307668685913,10.539507150650024,2.872447967529297,6613745,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,2000,1384859,205
