t_NN [s],t_matching [s],peak_ram_gb,num_edges,metric,relative_support,n_obs,n_var,file,k,slurm_job_id,slurm_array_idx
223.71121215820312,191.45996284484863,3.1334304809570312,9313232,sqeuclidean,1.0,10000,1000,sim_N10000_h1000.h5ad,1000,1383273,15
441.48997592926025,275.0309462547302,4.351406097412109,17780141,sqeuclidean,1.0,10000,1000,sim_N10000_h1000.h5ad,2000,1383274,16
42.4122838973999,28.5632221698761,2.1417770385742188,102658,sqeuclidean,0.9618,10000,2000,sim_N10000_h2000.h5ad,10,1383278,18
44.285951137542725,33.373570680618286,2.1222686767578125,191627,sqeuclidean,0.9778,10000,2000,sim_N10000_h2000.h5ad,20,1383279,19
49.9853401184082,39.83452367782593,2.1875839233398438,454208,sqeuclidean,0.9984,10000,2000,sim_N10000_h2000.h5ad,50,1383280,20
64.35978388786316,63.40415835380554,2.3297576904296875,907893,sqeuclidean,0.9998,10000,2000,sim_N10000_h2000.h5ad,100,1383281,21
93.29054808616638,72.22874712944031,2.403484344482422,1863659,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,200,1383282,22
1843.878877878189,330.88048458099365,6.357166290283203,33176953,sqeuclidean,1.0,10000,10,sim_N10000_h10.h5ad,5000,1383266,8
140.2309763431549,119.4942696094513,2.628948211669922,4731468,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,500,1383283,23
228.3977689743042,191.57644844055176,3.2402000427246094,9324536,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,1000,1383284,24
1255.8301801681519,450.93679881095886,7.079639434814453,37323406,sqeuclidean,1.0,10000,1000,sim_N10000_h1000.h5ad,5000,1383275,17
40.34876251220703,47.92385959625244,1.9144172668457031,102382,sqeuclidean,0.9996,10000,500,sim_N10000_h500.h5ad,10,1383287,27
40.55238366127014,65.50611352920532,1.9227561950683594,192024,sqeuclidean,0.9998,10000,500,sim_N10000_h500.h5ad,20,1383288,28
490.89008045196533,291.2403860092163,4.428081512451172,17783582,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,2000,1383285,25
1323.788913488388,475.88974618911743,7.163707733154297,37295122,sqeuclidean,1.0,10000,2000,sim_N10000_h2000.h5ad,5000,1383286,26
43.54435420036316,76.11069750785828,1.9705734252929688,456199,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,50,1384121,29
50.103482484817505,82.29276990890503,2.0920677185058594,911429,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,100,1384122,30
65.98557734489441,93.99470615386963,2.1700897216796875,1872579,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,200,1384123,31
125.44142031669617,128.68367981910706,2.4954833984375,4730058,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,500,1384124,32
203.248220205307,183.10010838508606,3.0901718139648438,9313145,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,1000,1384125,33
12.236872434616089,0.07451963424682617,1.7480316162109375,46587,sqeuclidean,0.274,1000,10,sim_N1000_h10.h5ad,50,1384130,38
12.187909603118896,0.03684091567993164,1.7436141967773438,17865,sqeuclidean,0.214,1000,10,sim_N1000_h10.h5ad,20,1384129,37
12.443063735961914,0.028093814849853516,1.746551513671875,8417,sqeuclidean,0.194,1000,10,sim_N1000_h10.h5ad,10,1384128,36
12.180983781814575,0.18962311744689941,1.7450942993164062,92911,sqeuclidean,0.374,1000,10,sim_N1000_h10.h5ad,100,1384131,39
12.272114515304565,0.6429448127746582,1.7668647766113281,178056,sqeuclidean,0.574,1000,10,sim_N1000_h10.h5ad,200,1384132,40
12.358897924423218,1.7797472476959229,1.7897491455078125,373498,sqeuclidean,1.0,1000,10,sim_N1000_h10.h5ad,500,1384133,41
12.60309624671936,0.09861469268798828,1.7639694213867188,8021,sqeuclidean,0.978,1000,1000,sim_N1000_h1000.h5ad,10,1384137,45
12.005367040634155,0.2730522155761719,1.76043701171875,17576,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,20,1384138,46
12.435471534729004,0.4012260437011719,1.752349853515625,46296,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,50,1384139,47
12.266396760940552,0.5093386173248291,1.781097412109375,92332,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,100,1384140,48
12.358554601669312,0.6665434837341309,1.7885169982910156,177050,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,200,1384141,49
12.669310331344604,0.9178998470306396,1.8141403198242188,372582,sqeuclidean,1.0,1000,1000,sim_N1000_h1000.h5ad,500,1384142,50
12.258817672729492,0.09109973907470703,1.762847900390625,8049,sqeuclidean,0.956,1000,2000,sim_N1000_h2000.h5ad,10,1384146,54
12.37946343421936,0.13240981101989746,1.7815933227539062,17439,sqeuclidean,0.998,1000,2000,sim_N1000_h2000.h5ad,20,1384147,55
12.157970905303955,0.3103642463684082,1.7750625610351562,46163,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,50,1384148,56
12.57101035118103,0.44078683853149414,1.7884368896484375,92045,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,100,1384149,57
12.389723062515259,0.5551867485046387,1.8061904907226562,176776,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,200,1384150,58
12.374215841293335,0.8094985485076904,1.8350105285644531,371815,sqeuclidean,1.0,1000,2000,sim_N1000_h2000.h5ad,500,1384151,59
12.262648582458496,0.1997363567352295,1.7482986450195312,8011,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,10,1384155,63
12.272575855255127,0.24251985549926758,1.7367630004882812,17558,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,20,1384156,64
12.39132571220398,0.3265702724456787,1.7523269653320312,46109,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,50,1384157,65
12.183298110961914,0.43216705322265625,1.7571945190429688,92004,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,100,1384158,66
12.327356338500977,0.5692484378814697,1.7786483764648438,176645,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,200,1384159,67
12.593481540679932,0.9061329364776611,1.819061279296875,372297,sqeuclidean,1.0,1000,500,sim_N1000_h500.h5ad,500,1384160,68
39.909666776657104,7.256371021270752,1.8783798217773438,177690,sqeuclidean,0.6661,20000,10,sim_N20000_h10.h5ad,10,1384164,72
40.39377236366272,11.79238486289978,1.9103584289550781,341694,sqeuclidean,0.6529,20000,10,sim_N20000_h10.h5ad,20,1384165,73
42.32695722579956,30.017317533493042,2.005634307861328,806451,sqeuclidean,0.7569,20000,10,sim_N20000_h10.h5ad,50,1384166,74
54.77825140953064,34.44776511192322,2.764739990234375,2382034,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,200,1384168,76
46.875712156295776,57.40408182144165,2.675373077392578,1283798,sqeuclidean,0.9971,20000,10,sim_N20000_h10.h5ad,100,1384167,75
92.66548991203308,22.968886613845825,2.8161964416503906,5613207,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,500,1384169,77
43.96248245239258,84.72388648986816,2.1514434814453125,206885,sqeuclidean,0.9569,20000,1000,sim_N20000_h1000.h5ad,10,1384173,81
197.70365619659424,53.99986386299133,3.4867095947265625,11205030,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,1000,1384170,78
45.03457283973694,276.09436798095703,2.1485748291015625,386547,sqeuclidean,0.9999,20000,1000,sim_N20000_h1000.h5ad,20,1384174,82
415.3446867465973,261.8638219833374,4.301105499267578,17754825,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,2000,1384126,34
46.784364461898804,137.6131191253662,2.5744094848632812,207938,sqeuclidean,0.9709,20000,2000,sim_N20000_h2000.h5ad,10,1384182,90
48.575462102890015,185.72828340530396,2.509021759033203,390168,sqeuclidean,0.9847,20000,2000,sim_N20000_h2000.h5ad,20,1384183,91
53.04292869567871,428.1345126628876,2.20611572265625,903719,sqeuclidean,0.9999,20000,1000,sim_N20000_h1000.h5ad,50,1384175,83
72.87436270713806,437.09648990631104,2.6042137145996094,1737182,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,100,1384176,84
61.79697251319885,241.07838368415833,2.4828224182128906,919477,sqeuclidean,0.9998,20000,2000,sim_N20000_h2000.h5ad,50,1384184,92
117.79496908187866,459.9099471569061,2.7103424072265625,3482883,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,200,1384177,85
90.03365230560303,273.2117691040039,2.8523101806640625,1793315,sqeuclidean,0.9999,20000,2000,sim_N20000_h2000.h5ad,100,1384185,93
626.5678467750549,159.29198908805847,5.3101654052734375,24204078,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,2000,1384171,79
148.94607305526733,322.62324571609497,2.9221954345703125,3612214,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,200,1384186,94
41.337942600250244,249.47225832939148,1.9893836975097656,207112,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,10,1384191,99
270.7167158126831,602.3821790218353,3.245777130126953,9268156,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,500,1384178,86
42.77368140220642,326.61700201034546,2.0050430297851562,388809,sqeuclidean,0.9999,20000,500,sim_N20000_h500.h5ad,20,1384192,100
270.1855101585388,473.87631487846375,3.4565696716308594,9380200,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,500,1384187,95
48.74125289916992,392.7381544113159,2.0684852600097656,921259,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,50,1384193,101
12.296921253204346,0.0394134521484375,1.7404937744140625,16892,sqeuclidean,0.175,2000,10,sim_N2000_h10.h5ad,10,1384203,108
12.17094087600708,0.06058216094970703,1.744049072265625,35656,sqeuclidean,0.186,2000,10,sim_N2000_h10.h5ad,20,1384215,109
61.88099145889282,370.52558159828186,2.4066543579101562,1798596,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,100,1384194,102
12.144208669662476,0.1339123249053955,1.749755859375,92496,sqeuclidean,0.216,2000,10,sim_N2000_h10.h5ad,50,1384217,110
12.223812580108643,0.3865628242492676,1.7742729187011719,188576,sqeuclidean,0.266,2000,10,sim_N2000_h10.h5ad,100,1384218,111
12.155622243881226,1.3831193447113037,1.7949600219726562,373724,sqeuclidean,0.366,2000,10,sim_N2000_h10.h5ad,200,1384219,112
12.535483121871948,7.09061861038208,1.8910598754882812,869168,sqeuclidean,0.678,2000,10,sim_N2000_h10.h5ad,500,1384220,113
12.900382041931152,17.196918487548828,1.9810218811035156,1494912,sqeuclidean,1.0,2000,10,sim_N2000_h10.h5ad,1000,1384221,114
12.587186098098755,0.2895925045013428,1.7840957641601562,16232,sqeuclidean,0.984,2000,1000,sim_N2000_h1000.h5ad,10,1384225,117
95.59833765029907,419.9520652294159,2.5087623596191406,3616066,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,200,1384195,103
12.46616530418396,0.8669073581695557,1.7956695556640625,34119,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,20,1384226,118
12.412137508392334,1.3637025356292725,1.7901382446289062,91888,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,50,1384228,119
12.522663354873657,1.6248223781585693,1.8073844909667969,187270,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,100,1384229,120
12.32850432395935,2.1547558307647705,1.8403892517089844,370820,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,200,1384230,121
12.675729990005493,3.6256399154663086,1.9191665649414062,863362,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,500,1384231,122
13.21094560623169,5.582657337188721,2.039398193359375,1490916,sqeuclidean,1.0,2000,1000,sim_N2000_h1000.h5ad,1000,1384232,123
12.220309019088745,0.4386742115020752,1.811767578125,16010,sqeuclidean,0.956,2000,2000,sim_N2000_h2000.h5ad,10,1384235,126
12.269065380096436,0.569096565246582,1.8193893432617188,34106,sqeuclidean,0.995,2000,2000,sim_N2000_h2000.h5ad,20,1384236,127
523.5429599285126,805.472439289093,4.533634185791016,18825802,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,1000,1384179,87
12.650881052017212,1.234518051147461,1.8306503295898438,91692,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,50,1384237,128
1215.9204969406128,406.15506649017334,7.0587158203125,37300487,sqeuclidean,1.0,10000,500,sim_N10000_h500.h5ad,5000,1384127,35
12.203931331634521,1.8635709285736084,1.8523674011230469,187222,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,100,1384238,129
12.711459636688232,2.508774518966675,1.8751373291015625,371034,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,200,1384239,130
12.678637027740479,4.2996251583099365,1.9564971923828125,864144,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,500,1384240,131
12.976749181747437,6.595322608947754,2.0667190551757812,1490178,sqeuclidean,1.0,2000,2000,sim_N2000_h2000.h5ad,1000,1384241,132
12.4469735622406,0.805938720703125,1.7619400024414062,16348,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,10,1384244,135
12.504652500152588,0.9339687824249268,1.7702865600585938,34822,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,20,1384245,136
12.41144323348999,1.165069580078125,1.7805633544921875,92363,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,50,1384246,137
12.348832607269287,1.5883393287658691,1.802886962890625,187501,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,100,1384247,138
12.670113563537598,2.063020706176758,1.8268051147460938,370652,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,200,1384248,139
12.439779996871948,3.6276261806488037,1.8957176208496094,862726,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,500,1384249,140
12.711369276046753,5.5717995166778564,2.0191497802734375,1489783,sqeuclidean,1.0,2000,500,sim_N2000_h500.h5ad,1000,1384250,141
40.73932862281799,36.781524658203125,1.9273147583007812,458279,sqeuclidean,0.57016,50000,10,sim_N50000_h10.h5ad,10,1384254,144
41.71791315078735,64.32114005088806,1.9883918762207031,873043,sqeuclidean,0.586,50000,10,sim_N50000_h10.h5ad,20,1384255,145
221.6306185722351,540.7726404666901,3.197437286376953,9389540,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,500,1384196,104
505.7028269767761,716.0464420318604,4.7263031005859375,18914481,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,1000,1384188,96
45.76106810569763,147.88962841033936,2.21258544921875,2095401,sqeuclidean,0.63092,50000,10,sim_N50000_h10.h5ad,50,1384256,146
79.14038920402527,184.4558708667755,2.865142822265625,5651677,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,200,1384258,148
179.44727778434753,86.81041216850281,3.9691429138183594,13445540,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,500,1384259,149
57.30232214927673,504.0089726448059,2.799571990966797,3506107,sqeuclidean,0.99812,50000,10,sim_N50000_h10.h5ad,100,1384257,147
454.88672852516174,702.1778593063354,4.442783355712891,18902987,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,1000,1384198,105
461.9822177886963,212.72086143493652,5.981983184814453,27015891,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,1000,1384260,150
1072.3118216991425,1206.2201969623566,7.039012908935547,37218678,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,2000,1384180,88
53.29046678543091,844.1898462772369,2.9081459045410156,525145,sqeuclidean,0.95256,50000,1000,sim_N50000_h1000.h5ad,10,1384263,153
1090.4888167381287,1093.3151545524597,7.205448150634766,37276911,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,2000,1384189,97
987.4279251098633,1014.4128618240356,6.931156158447266,37220033,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,2000,1384199,106
1571.156049489975,438.4548726081848,9.98284912109375,54752117,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,2000,1384261,151
64.22534918785095,1206.195484161377,4.047786712646484,522324,sqeuclidean,0.94308,50000,2000,sim_N50000_h2000.h5ad,10,1384274,162
57.762593507766724,2804.96550655365,2.805187225341797,992447,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,20,1384264,154
3875.89697766304,1065.4139120578766,11.887062072753906,73222802,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,5000,1384172,80
3097.5699248313904,2100.1768052577972,13.782173156738281,86602093,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,5000,1384181,89
70.4485695362091,2020.2730195522308,3.801219940185547,992490,sqeuclidean,0.96824,50000,2000,sim_N50000_h2000.h5ad,20,1384278,163
3256.8451356887817,2026.8619360923767,13.938949584960938,86542672,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,5000,1384190,98
2981.7570989131927,1819.4492273330688,13.63620376586914,86439082,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,5000,1384200,107
79.38677954673767,4121.3576447963715,2.7455787658691406,2350152,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,50,1384265,155
127.61866569519043,4075.7401745319366,3.061370849609375,4532465,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,100,1384266,156
103.12337398529053,2397.2888703346252,3.6250076293945312,2362892,sqeuclidean,0.99168,50000,2000,sim_N50000_h2000.h5ad,50,1384281,164
250.64172053337097,5064.897576808929,3.4888763427734375,8762053,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,200,1384267,157
176.5968301296234,3230.0770614147186,3.8040809631347656,4569422,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,100,1384285,165
348.7830476760864,3148.7534816265106,3.9637374877929688,8886448,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,200,1384295,166
765.7357385158539,5890.96270442009,5.281429290771484,21785347,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,500,1384269,158
47.06677222251892,3680.2194833755493,2.3613853454589844,521073,sqeuclidean,0.99996,50000,500,sim_N50000_h500.h5ad,10,1384302,171
49.860687255859375,3919.6020958423615,2.313190460205078,982592,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,20,1384304,172
65.33269715309143,3976.662445783615,2.3954124450683594,2330005,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,50,1384305,173
739.9948949813843,4443.525263547897,5.769268035888672,22271093,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,500,1384297,167
100.39612698554993,3707.493110179901,2.6979446411132812,4518480,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,100,1384306,174
1571.6496686935425,7660.592467546463,8.46517562866211,45852417,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,1000,1384270,159
193.0491726398468,3496.6021132469177,3.2729339599609375,8811349,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,200,1384308,175
1362.1343667507172,6028.691512823105,8.947639465332031,46246319,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,1000,1384298,168
10252.460826396942,3142.114287376404,25.32091522216797,174553386,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,5000,1384262,152
3098.050077199936,9926.480031967163,14.840560913085938,93946435,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,2000,1384271,160
3040.07874584198,9109.741849184036,15.343647003173828,94279406,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,2000,1384299,169
529.5461041927338,4233.66309261322,5.104045867919922,22121331,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,500,1384566,176
1144.5346472263336,6279.045788764954,8.246025085449219,46131876,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,1000,1384568,177
41.310648679733276,0.34497737884521484,1.8552284240722656,45270,sqeuclidean,0.6308,5000,10,sim_N5000_h10.h5ad,10,1384580,180
42.72020363807678,0.4770951271057129,1.8539466857910156,87642,sqeuclidean,0.6068,5000,10,sim_N5000_h10.h5ad,20,1384581,181
43.15653347969055,1.3602218627929688,1.9089889526367188,207711,sqeuclidean,0.7236,5000,10,sim_N5000_h10.h5ad,50,1384582,182
44.327921867370605,3.3860464096069336,2.0064468383789062,334848,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,100,1384583,183
46.08795619010925,1.2778267860412598,2.0422821044921875,609574,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,200,1384584,184
53.556427240371704,3.015066623687744,2.0608596801757812,1407091,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,500,1384596,185
79.81179785728455,7.618523597717285,2.2771987915039062,2736083,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,1000,1384597,186
186.0293309688568,31.84032964706421,2.684040069580078,6335836,sqeuclidean,1.0,5000,10,sim_N5000_h10.h5ad,2000,1384598,187
43.12007665634155,5.77808403968811,1.9111709594726562,49079,sqeuclidean,0.98,5000,1000,sim_N5000_h1000.h5ad,10,1384600,189
43.41600441932678,10.84169602394104,1.9227218627929688,90543,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,20,1384601,190
45.113866567611694,15.610593318939209,1.9780921936035156,220761,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,50,1384603,191
49.377463817596436,18.548760175704956,1.9855461120605469,460387,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,100,1384604,192
59.72543787956238,24.19731092453003,2.04296875,941258,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,200,1384605,193
74.21887254714966,36.63190817832947,2.188922882080078,2328448,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,500,1384607,194
112.96686601638794,56.20520806312561,2.485675811767578,4448451,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,1000,1384608,195
209.23519277572632,83.91046190261841,2.905231475830078,7949136,sqeuclidean,1.0,5000,1000,sim_N5000_h1000.h5ad,2000,1384609,196
42.645699977874756,5.06043553352356,1.966644287109375,50423,sqeuclidean,0.9692,5000,2000,sim_N5000_h2000.h5ad,10,1384611,198
43.68221306800842,6.413846731185913,1.9756011962890625,94078,sqeuclidean,0.9908,5000,2000,sim_N5000_h2000.h5ad,20,1384612,199
46.65275168418884,9.658922672271729,2.0543212890625,229206,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,50,1384613,200
53.70751214027405,12.922175645828247,2.0547103881835938,468622,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,100,1384614,201
64.29114174842834,18.413868188858032,2.103496551513672,948776,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,200,1384615,202
82.10053968429565,30.202547550201416,2.2577247619628906,2333789,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,500,1384616,203
125.11297416687012,46.82535648345947,2.5287017822265625,4446042,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,1000,1384617,204
202.47429895401,71.33817172050476,2.9649658203125,7941281,sqeuclidean,1.0,5000,2000,sim_N5000_h2000.h5ad,2000,1384618,205
42.85969305038452,13.018977880477905,1.8729820251464844,48898,sqeuclidean,0.9992,5000,500,sim_N5000_h500.h5ad,10,1384621,207
42.749438762664795,14.269354820251465,1.8798027038574219,90794,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,20,1384622,208
44.46758794784546,16.89659833908081,1.9454269409179688,220998,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,50,1384623,209
47.38710975646973,19.826541423797607,1.9578361511230469,460924,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,100,1384624,210
55.71471858024597,24.00299572944641,1.9871177673339844,940749,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,200,1384625,211
69.58338451385498,35.9355890750885,2.190601348876953,2323771,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,500,1384626,212
106.75597286224365,51.989426612854004,2.463977813720703,4439518,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,1000,1384628,213
202.3772337436676,79.2315981388092,2.8801727294921875,7950333,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,2000,1384630,214
13.13750958442688,0.02242136001586914,1.7425308227539062,4256,sqeuclidean,0.208,500,10,sim_N500_h10.h5ad,10,1384632,216
13.194063425064087,0.028354883193969727,1.7367172241210938,9011,sqeuclidean,0.248,500,10,sim_N500_h10.h5ad,20,1384633,217
2789.131557703018,8449.90695643425,14.582630157470703,94062047,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,2000,1384569,178
13.222556591033936,0.04652595520019531,1.7465744018554688,22982,sqeuclidean,0.368,500,10,sim_N500_h10.h5ad,50,1384634,218
11.930236577987671,0.10404419898986816,1.749542236328125,44306,sqeuclidean,0.568,500,10,sim_N500_h10.h5ad,100,1384635,219
13.209723234176636,0.31934666633605957,1.747833251953125,79454,sqeuclidean,0.968,500,10,sim_N500_h10.h5ad,200,1384637,220
13.016465425491333,0.04288005828857422,1.745361328125,4084,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,10,1384642,225
12.084741115570068,0.07027626037597656,1.7574996948242188,8890,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,20,1384643,226
12.96982216835022,0.10627269744873047,1.7556991577148438,22737,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,50,1384644,227
12.190337657928467,0.13451313972473145,1.7687530517578125,43960,sqeuclidean,1.0,500,1000,sim_N500_h1000.h5ad,100,1384645,228
