t_NN [s],t_matching [s],peak_ram_gb,num_edges,n_obs,n_var,file,k,slurm_job_id,slurm_array_idx
11.697025537490845,0.36925530433654785,1.794647216796875,176747,1000,2000,sim_N1000_h2000.h5ad,200,1234949,58
12.071961641311646,0.24597477912902832,1.8106918334960938,92145,1000,2000,sim_N1000_h2000.h5ad,100,1234948,57
11.761481523513794,0.573204517364502,1.8346710205078125,372112,1000,2000,sim_N1000_h2000.h5ad,500,1234950,59
11.939393043518066,0.5797233581542969,1.830718994140625,372618,1000,2000,sim_N1000_h2000.h5ad,2000,1234957,61
11.940795183181763,0.5848524570465088,1.8354988098144531,372618,1000,2000,sim_N1000_h2000.h5ad,5000,1234958,62
12.212852954864502,0.69767165184021,1.8984031677246094,499500,1000,2000,sim_N1000_h2000.h5ad,1000,1234956,60
11.718743324279785,0.17385077476501465,1.7539596557617188,17318,1000,500,sim_N1000_h500.h5ad,20,1234961,64
12.028618335723877,0.14977741241455078,1.7660446166992188,7904,1000,500,sim_N1000_h500.h5ad,10,1234960,63
11.398807287216187,0.20629358291625977,1.7685089111328125,45983,1000,500,sim_N1000_h500.h5ad,50,1234962,65
11.875900745391846,0.3907320499420166,1.7675514221191406,176366,1000,500,sim_N1000_h500.h5ad,200,1234965,67
11.945448398590088,0.6028668880462646,1.8070030212402344,372311,1000,500,sim_N1000_h500.h5ad,500,1234966,68
12.50395154953003,0.2992105484008789,1.7828216552734375,91801,1000,500,sim_N1000_h500.h5ad,100,1234964,66
11.981082201004028,0.6250967979431152,1.8147697448730469,372818,1000,500,sim_N1000_h500.h5ad,5000,1234974,71
11.567082405090332,0.6005744934082031,1.8103790283203125,372818,1000,500,sim_N1000_h500.h5ad,2000,1234973,70
12.443772792816162,0.6849381923675537,1.8425712585449219,499500,1000,500,sim_N1000_h500.h5ad,1000,1234972,69
1335.5243990421295,315.4780070781708,7.224132537841797,37292058,10000,2000,sim_N10000_h2000.h5ad,5000,1234773,26
39.82681488990784,8.056398391723633,1.8712005615234375,174580,20000,10,sim_N20000_h10.h5ad,10,1234978,72
40.05298686027527,12.830690622329712,1.8958168029785156,332935,20000,10,sim_N20000_h10.h5ad,20,1234979,73
42.65829157829285,34.6655490398407,2.0076751708984375,783780,20000,10,sim_N20000_h10.h5ad,50,1234984,74
47.4769561290741,51.64358735084534,2.6866302490234375,1234049,20000,10,sim_N20000_h10.h5ad,100,1234985,75
56.42598295211792,24.31115221977234,2.7514724731445312,2363247,20000,10,sim_N20000_h10.h5ad,200,1234989,76
94.50452136993408,31.55647587776184,2.808197021484375,5586516,20000,10,sim_N20000_h10.h5ad,500,1234990,77
43.47541832923889,47.79496192932129,2.1500205993652344,207251,20000,1000,sim_N20000_h1000.h5ad,10,1235012,81
202.47479724884033,64.8035056591034,3.586536407470703,11370632,20000,10,sim_N20000_h10.h5ad,1000,1234996,78
47.21878933906555,101.43841814994812,2.152362823486328,387351,20000,1000,sim_N20000_h1000.h5ad,20,1235017,82
52.9897358417511,165.24640369415283,2.1863365173339844,905718,20000,1000,sim_N20000_h1000.h5ad,50,1235026,83
74.03886818885803,167.22569036483765,2.6085281372070312,1741176,20000,1000,sim_N20000_h1000.h5ad,100,1235035,84
46.476110219955444,61.80066108703613,2.555828094482422,207675,20000,2000,sim_N20000_h2000.h5ad,10,1235054,90
117.49090266227722,165.86063289642334,2.7127113342285156,3486891,20000,1000,sim_N20000_h1000.h5ad,200,1235038,85
1219.1970708370209,261.57686138153076,7.0917510986328125,37306985,10000,500,sim_N10000_h500.h5ad,5000,1234875,35
48.93392038345337,83.82197213172913,2.5304718017578125,389292,20000,2000,sim_N20000_h2000.h5ad,20,1235067,91
61.543506383895874,90.53934836387634,2.465747833251953,912128,20000,2000,sim_N20000_h2000.h5ad,50,1235069,92
601.5805208683014,192.64396619796753,5.454460144042969,25006916,20000,10,sim_N20000_h10.h5ad,2000,1234997,79
90.38019895553589,121.50217127799988,2.8852005004882812,1767722,20000,2000,sim_N20000_h2000.h5ad,100,1235072,93
284.6497480869293,285.4298973083496,3.3038902282714844,9271212,20000,1000,sim_N20000_h1000.h5ad,500,1235043,86
155.35432410240173,157.34481263160706,2.9745407104492188,3552796,20000,2000,sim_N20000_h2000.h5ad,200,1235083,94
43.091862201690674,123.0886812210083,1.9978218078613281,206414,20000,500,sim_N20000_h500.h5ad,10,1235116,99
277.3542094230652,256.9578082561493,3.497020721435547,9320527,20000,2000,sim_N20000_h2000.h5ad,500,1235087,95
554.4042558670044,447.69626331329346,4.581981658935547,18823651,20000,1000,sim_N20000_h1000.h5ad,1000,1235044,87
42.679807901382446,163.59201765060425,2.011028289794922,387093,20000,500,sim_N20000_h500.h5ad,20,1235137,100
49.092957496643066,136.3841633796692,2.079456329345703,919260,20000,500,sim_N20000_h500.h5ad,50,1235143,101
62.91999340057373,155.41598677635193,2.401233673095703,1794415,20000,500,sim_N20000_h500.h5ad,100,1235147,102
102.26267766952515,186.90617394447327,2.4989547729492188,3619592,20000,500,sim_N20000_h500.h5ad,200,1235157,103
509.1794548034668,425.08069038391113,4.738945007324219,18870660,20000,2000,sim_N20000_h2000.h5ad,1000,1235091,96
11.858945846557617,0.040039777755737305,1.7281417846679688,16918,2000,10,sim_N2000_h10.h5ad,10,1235195,108
11.705536365509033,0.05519223213195801,1.7235488891601562,35550,2000,10,sim_N2000_h10.h5ad,20,1235200,109
11.645233392715454,0.12767624855041504,1.739288330078125,91885,2000,10,sim_N2000_h10.h5ad,50,1235202,110
11.769579410552979,0.35517263412475586,1.75079345703125,186140,2000,10,sim_N2000_h10.h5ad,100,1235207,111
11.666414022445679,1.2951745986938477,1.7808609008789062,370178,2000,10,sim_N2000_h10.h5ad,200,1235211,112
11.914599895477295,6.834181308746338,1.8512954711914062,865421,2000,10,sim_N2000_h10.h5ad,500,1235216,113
220.42179799079895,262.7011580467224,3.2349700927734375,9401341,20000,500,sim_N20000_h500.h5ad,500,1235166,104
12.110853433609009,16.392664432525635,1.9839134216308594,1490756,2000,10,sim_N2000_h10.h5ad,1000,1235221,114
12.637796878814697,3.3474080562591553,2.115154266357422,2000807,2000,10,sim_N2000_h10.h5ad,2000,1235224,115
12.24584150314331,16.046363353729248,1.9981155395507812,1491787,2000,10,sim_N2000_h10.h5ad,5000,1235225,116
11.909373998641968,0.24814724922180176,1.7480850219726562,15670,2000,1000,sim_N2000_h1000.h5ad,10,1235231,117
11.688709020614624,0.6848948001861572,1.7608871459960938,33356,2000,1000,sim_N2000_h1000.h5ad,20,1235232,118
11.736510992050171,0.9656786918640137,1.7614212036132812,91024,2000,1000,sim_N2000_h1000.h5ad,50,1235234,119
11.818220853805542,1.3043951988220215,1.8011856079101562,186545,2000,1000,sim_N2000_h1000.h5ad,100,1235235,120
11.892648458480835,1.718508005142212,1.8298835754394531,370607,2000,1000,sim_N2000_h1000.h5ad,200,1235236,121
11.877689838409424,2.9434902667999268,1.904693603515625,864487,2000,1000,sim_N2000_h1000.h5ad,500,1235240,122
12.453219413757324,4.417852401733398,2.0356903076171875,1491401,2000,1000,sim_N2000_h1000.h5ad,1000,1235241,123
12.845405101776123,5.577226877212524,2.134674072265625,1999000,2000,1000,sim_N2000_h1000.h5ad,2000,1235242,124
12.102246046066284,4.367303133010864,2.0280494689941406,1492405,2000,1000,sim_N2000_h1000.h5ad,5000,1235247,125
11.652956008911133,0.32326436042785645,1.79058837890625,15746,2000,2000,sim_N2000_h2000.h5ad,10,1235249,126
11.722493648529053,0.4412679672241211,1.8074951171875,33519,2000,2000,sim_N2000_h2000.h5ad,20,1235250,127
11.740197896957397,0.8107786178588867,1.8180389404296875,90926,2000,2000,sim_N2000_h2000.h5ad,50,1235251,128
1112.4543147087097,656.4310150146484,7.063987731933594,37212064,20000,1000,sim_N20000_h1000.h5ad,2000,1235045,88
11.711808919906616,1.0010416507720947,1.8268470764160156,186376,2000,2000,sim_N2000_h2000.h5ad,100,1235256,129
11.908693552017212,1.4603779315948486,1.8660774230957031,370448,2000,2000,sim_N2000_h2000.h5ad,200,1235257,130
12.017190217971802,2.9016642570495605,1.955902099609375,863687,2000,2000,sim_N2000_h2000.h5ad,500,1235258,131
11.708827495574951,0.46492862701416016,1.7595596313476562,15856,2000,500,sim_N2000_h500.h5ad,10,1235266,135
12.21094012260437,4.5645222663879395,2.0520057678222656,1489709,2000,2000,sim_N2000_h2000.h5ad,1000,1235263,132
12.124202489852905,4.600475549697876,2.0692710876464844,1490716,2000,2000,sim_N2000_h2000.h5ad,5000,1235265,134
13.190567970275879,5.975549697875977,2.157001495361328,1999000,2000,2000,sim_N2000_h2000.h5ad,2000,1235264,133
11.664735794067383,0.5616741180419922,1.7413864135742188,33688,2000,500,sim_N2000_h500.h5ad,20,1235271,136
11.661917209625244,0.706505537033081,1.7702713012695312,91110,2000,500,sim_N2000_h500.h5ad,50,1235272,137
11.678176641464233,0.8876743316650391,1.7802810668945312,186271,2000,500,sim_N2000_h500.h5ad,100,1235273,138
11.861831426620483,1.2492542266845703,1.7882003784179688,369474,2000,500,sim_N2000_h500.h5ad,200,1235275,139
12.400291681289673,2.330375909805298,1.8937606811523438,862405,2000,500,sim_N2000_h500.h5ad,500,1235276,140
12.346862077713013,3.5395679473876953,2.0179595947265625,1490293,2000,500,sim_N2000_h500.h5ad,1000,1235277,141
12.733501434326172,4.900559425354004,2.1211318969726562,1999000,2000,500,sim_N2000_h500.h5ad,2000,1235278,142
452.4845926761627,371.9272127151489,4.519435882568359,18913059,20000,500,sim_N20000_h500.h5ad,1000,1235167,105
12.135664224624634,3.551032304763794,2.014850616455078,1491304,2000,500,sim_N2000_h500.h5ad,5000,1235281,143
41.690412759780884,43.53170967102051,1.8995246887207031,452081,50000,10,sim_N50000_h10.h5ad,10,1235282,144
41.14178967475891,70.53245615959167,1.9751091003417969,857192,50000,10,sim_N50000_h10.h5ad,20,1235286,145
45.89227652549744,156.311021566391,2.216705322265625,2060110,50000,10,sim_N50000_h10.h5ad,50,1235287,146
80.58377361297607,132.0071587562561,2.85992431640625,5747497,50000,10,sim_N50000_h10.h5ad,200,1235289,148
1100.100736618042,660.6214716434479,7.247394561767578,37255460,20000,2000,sim_N20000_h2000.h5ad,2000,1235093,97
188.95222163200378,153.48350858688354,3.9107742309570312,13373781,50000,10,sim_N50000_h10.h5ad,500,1235302,149
57.7030930519104,489.7761080265045,2.7960662841796875,3437360,50000,10,sim_N50000_h10.h5ad,100,1235288,147
53.20229125022888,326.8681778907776,2.8826560974121094,524895,50000,1000,sim_N50000_h1000.h5ad,10,1235328,153
462.77987003326416,238.5175530910492,6.016994476318359,27021229,50000,10,sim_N50000_h10.h5ad,1000,1235304,150
1090.0514645576477,583.5588772296906,6.994609832763672,37233518,20000,500,sim_N20000_h500.h5ad,2000,1235174,106
67.80863046646118,819.2819137573242,2.7987022399902344,991640,50000,1000,sim_N50000_h1000.h5ad,20,1235329,154
64.49346613883972,378.52034735679626,4.3334808349609375,523401,50000,2000,sim_N50000_h2000.h5ad,10,1235386,162
69.92343330383301,621.384733915329,3.7878494262695312,993635,50000,2000,sim_N50000_h2000.h5ad,20,1235387,163
104.42373943328857,761.0801322460175,3.6348190307617188,2365147,50000,2000,sim_N50000_h2000.h5ad,50,1235393,164
82.01179528236389,1303.8055529594421,2.735309600830078,2347216,50000,1000,sim_N50000_h1000.h5ad,50,1235341,155
128.86204743385315,1354.7750759124756,3.0344505310058594,4528942,50000,1000,sim_N50000_h1000.h5ad,100,1235342,156
247.69810342788696,1607.3011837005615,3.535778045654297,8763641,50000,1000,sim_N50000_h1000.h5ad,200,1235343,157
3561.6529099941254,1080.1567475795746,11.905872344970703,73288316,20000,10,sim_N20000_h10.h5ad,5000,1235007,80
3207.5968084335327,1155.4023292064667,13.787879943847656,86588365,20000,1000,sim_N20000_h1000.h5ad,5000,1235046,89
46.57479667663574,488.91940927505493,2.330463409423828,524735,50000,500,sim_N50000_h500.h5ad,10,1235497,171
176.470370054245,1087.8318588733673,3.789592742919922,4574697,50000,2000,sim_N50000_h2000.h5ad,100,1235424,165
1559.371220111847,734.754830121994,10.14993667602539,55622871,50000,10,sim_N50000_h10.h5ad,2000,1235316,151
341.460994720459,1245.4057641029358,3.9685516357421875,8895408,50000,2000,sim_N50000_h2000.h5ad,200,1235437,166
3272.2024343013763,1319.1789255142212,13.962162017822266,86566220,20000,2000,sim_N20000_h2000.h5ad,5000,1235101,98
49.245100259780884,821.0236911773682,2.2728919982910156,991969,50000,500,sim_N50000_h500.h5ad,20,1235536,172
765.8803603649139,2082.2893331050873,5.3217315673828125,21813064,50000,1000,sim_N50000_h1000.h5ad,500,1235344,158
11.781090259552002,0.04699873924255371,1.7313270568847656,43568,5000,10,sim_N5000_h10.h5ad,10,1235632,180
11.636626958847046,0.08118104934692383,1.7354011535644531,91896,5000,10,sim_N5000_h10.h5ad,20,1235637,181
11.676772356033325,0.27112698554992676,1.7560539245605469,237958,5000,10,sim_N5000_h10.h5ad,50,1235639,182
66.64466738700867,864.7436375617981,2.3752365112304688,2364406,50000,500,sim_N50000_h500.h5ad,50,1235545,173
11.855632781982422,0.9448215961456299,1.8037033081054688,481097,5000,10,sim_N5000_h10.h5ad,100,1235644,183
11.74478268623352,3.553004503250122,1.8816566467285156,964445,5000,10,sim_N5000_h10.h5ad,200,1235647,184
12.547235012054443,21.379326343536377,2.0984840393066406,2359890,5000,10,sim_N5000_h10.h5ad,500,1235648,185
13.037961721420288,77.41704320907593,2.484485626220703,4485638,5000,10,sim_N5000_h10.h5ad,1000,1235651,186
101.64729905128479,968.7471785545349,2.7343902587890625,4608185,50000,500,sim_N50000_h500.h5ad,100,1235550,174
12.349639415740967,1.7868218421936035,1.8516769409179688,40839,5000,1000,sim_N5000_h1000.h5ad,10,1235671,189
21.791048049926758,67.46395111083984,3.9424476623535156,12502120,5000,10,sim_N5000_h10.h5ad,5000,1235663,188
11.979576349258423,5.542747974395752,1.8597946166992188,83828,5000,1000,sim_N5000_h1000.h5ad,20,1235675,190
11.794040441513062,6.588174819946289,1.8637351989746094,215318,5000,1000,sim_N5000_h1000.h5ad,50,1235681,191
3127.5422484874725,1185.895578622818,13.684101104736328,86451427,20000,500,sim_N20000_h500.h5ad,5000,1235194,107
12.021737575531006,9.879641771316528,1.9788818359375,936138,5000,1000,sim_N5000_h1000.h5ad,200,1235686,193
12.288513660430908,7.763453483581543,1.9212188720703125,454977,5000,1000,sim_N5000_h1000.h5ad,100,1235685,192
13.625442743301392,20.709007501602173,2.2132339477539062,2322951,5000,1000,sim_N5000_h1000.h5ad,500,1235790,194
15.054254055023193,317.4320011138916,2.9350814819335938,7987127,5000,10,sim_N5000_h10.h5ad,2000,1235653,187
13.88222074508667,29.988531351089478,2.615459442138672,4441693,5000,1000,sim_N5000_h1000.h5ad,1000,1236093,195
14.85772156715393,45.44470286369324,3.0693130493164062,7942618,5000,1000,sim_N5000_h1000.h5ad,2000,1236094,196
186.6380181312561,1139.6515040397644,3.34442138671875,9050560,50000,500,sim_N50000_h500.h5ad,200,1235553,175
12.436643838882446,3.1673953533172607,1.9040451049804688,84099,5000,2000,sim_N5000_h2000.h5ad,20,1236102,199
12.547688484191895,2.612365484237671,1.9376907348632812,40678,5000,2000,sim_N5000_h2000.h5ad,10,1236101,198
12.044651746749878,5.247482538223267,1.9413604736328125,218515,5000,2000,sim_N5000_h2000.h5ad,50,1236107,200
12.343424081802368,7.3430774211883545,1.985443115234375,457729,5000,2000,sim_N5000_h2000.h5ad,100,1236108,201
12.595097064971924,10.84665584564209,2.045856475830078,937410,5000,2000,sim_N5000_h2000.h5ad,200,1236109,202
20.045345783233643,68.1585681438446,4.033557891845703,12497500,5000,1000,sim_N5000_h1000.h5ad,5000,1236100,197
13.035338163375854,19.414381980895996,2.335124969482422,2323351,5000,2000,sim_N5000_h2000.h5ad,500,1236112,203
13.556824684143066,31.219688653945923,2.677135467529297,4439731,5000,2000,sim_N5000_h2000.h5ad,1000,1236113,204
11.941602945327759,5.084708213806152,1.7617835998535156,40539,5000,500,sim_N5000_h500.h5ad,10,1236121,207
11.842307806015015,6.5804643630981445,1.8121261596679688,217746,5000,500,sim_N5000_h500.h5ad,50,1236124,209
11.739100694656372,6.53153920173645,1.810302734375,83878,5000,500,sim_N5000_h500.h5ad,20,1236123,208
12.103482723236084,8.905138969421387,1.8313446044921875,457262,5000,500,sim_N5000_h500.h5ad,100,1236125,210
16.441838264465332,51.62202739715576,3.2630615234375,7935637,5000,2000,sim_N5000_h2000.h5ad,2000,1236119,205
12.031342506408691,10.641592979431152,1.9235725402832031,935617,5000,500,sim_N5000_h500.h5ad,200,1236128,211
18.730084896087646,64.33521938323975,4.1218719482421875,12497500,5000,2000,sim_N5000_h2000.h5ad,5000,1236120,206
13.937007904052734,19.57014799118042,2.1707687377929688,2317176,5000,500,sim_N5000_h500.h5ad,500,1236133,212
11.592775583267212,0.0053119659423828125,1.7233123779296875,4377,500,10,sim_N500_h10.h5ad,10,1236139,216
13.351582050323486,27.07451605796814,2.574695587158203,4428530,5000,500,sim_N5000_h500.h5ad,1000,1236134,213
14.923149585723877,41.27285361289978,3.015167236328125,7933907,5000,500,sim_N5000_h500.h5ad,2000,1236135,214
11.588224411010742,0.08646035194396973,1.7316207885742188,44551,500,10,sim_N500_h10.h5ad,100,1236145,219
12.335282564163208,0.009467363357543945,1.7166519165039062,9231,500,10,sim_N500_h10.h5ad,20,1236143,217
11.730517148971558,0.04394817352294922,1.7455825805664062,23226,500,10,sim_N500_h10.h5ad,50,1236144,218
11.831218481063843,0.28997254371643066,1.7286300659179688,93777,500,10,sim_N500_h10.h5ad,1000,1236151,222
11.902999877929688,0.33057403564453125,1.724334716796875,93777,500,10,sim_N500_h10.h5ad,2000,1236152,223
12.329606771469116,0.30559706687927246,1.730804443359375,79701,500,10,sim_N500_h10.h5ad,200,1236149,220
11.685674905776978,0.09535932540893555,1.7758102416992188,125205,500,10,sim_N500_h10.h5ad,500,1236150,221
18.247360706329346,56.93959879875183,3.9855804443359375,12497500,5000,500,sim_N5000_h500.h5ad,5000,1236138,215
11.905006170272827,0.06401515007019043,1.7407455444335938,22709,500,1000,sim_N500_h1000.h5ad,50,1236158,227
11.748483419418335,0.04344511032104492,1.7302474975585938,8867,500,1000,sim_N500_h1000.h5ad,20,1236157,226
12.037317991256714,0.11299276351928711,1.7268295288085938,43946,500,1000,sim_N500_h1000.h5ad,100,1236159,228
12.560729742050171,0.31057143211364746,1.7371597290039062,93777,500,10,sim_N500_h10.h5ad,5000,1236155,224
12.000445365905762,0.04555201530456543,1.7508316040039062,4070,500,1000,sim_N500_h1000.h5ad,10,1236156,225
11.787137269973755,0.14050579071044922,1.7450637817382812,93170,500,1000,sim_N500_h1000.h5ad,1000,1236164,231
11.84358835220337,0.13642430305480957,1.7322463989257812,93170,500,1000,sim_N500_h1000.h5ad,2000,1236165,232
12.114261388778687,0.19785213470458984,1.7376174926757812,93170,500,1000,sim_N500_h1000.h5ad,5000,1236166,233
12.394236087799072,0.13388681411743164,1.7391738891601562,79092,500,1000,sim_N500_h1000.h5ad,200,1236162,229
12.38309383392334,0.17255949974060059,1.778045654296875,124750,500,1000,sim_N500_h1000.h5ad,500,1236163,230
11.628437757492065,0.05158519744873047,1.7455520629882812,22760,500,2000,sim_N500_h2000.h5ad,50,1236172,236
11.68069338798523,0.07122921943664551,1.7510910034179688,43924,500,2000,sim_N500_h2000.h5ad,100,1236173,237
11.939526319503784,0.11489033699035645,1.7478713989257812,78939,500,2000,sim_N500_h2000.h5ad,200,1236174,238
12.372530937194824,0.0204465389251709,1.7402191162109375,4158,500,2000,sim_N500_h2000.h5ad,10,1236170,234
11.835196256637573,0.04494905471801758,1.76202392578125,8936,500,2000,sim_N500_h2000.h5ad,20,1236171,235
790.1384999752045,1870.51881814003,5.787055969238281,22299080,50000,2000,sim_N50000_h2000.h5ad,500,1235458,167
11.558442115783691,0.10443711280822754,1.7596664428710938,93085,500,2000,sim_N500_h2000.h5ad,1000,1236181,240
11.67537236213684,0.10667538642883301,1.7730560302734375,93085,500,2000,sim_N500_h2000.h5ad,2000,1236182,241
12.03965163230896,0.14003348350524902,1.73797607421875,93085,500,2000,sim_N500_h2000.h5ad,5000,1236183,242
11.942293643951416,0.14162039756774902,1.7868804931640625,124750,500,2000,sim_N500_h2000.h5ad,500,1236180,239
11.678621053695679,0.04429769515991211,1.7322616577148438,9008,500,500,sim_N500_h500.h5ad,20,1236187,244
11.544467687606812,0.05837059020996094,1.7226028442382812,22843,500,500,sim_N500_h500.h5ad,50,1236188,245
11.985374450683594,0.10707330703735352,1.7155380249023438,44009,500,500,sim_N500_h500.h5ad,100,1236189,246
11.61993932723999,0.044347286224365234,1.7517013549804688,4236,500,500,sim_N500_h500.h5ad,10,1236186,243
12.572879791259766,0.16181659698486328,1.7713203430175781,124750,500,500,sim_N500_h500.h5ad,500,1236191,248
11.96116304397583,0.11313438415527344,1.7556686401367188,78947,500,500,sim_N500_h500.h5ad,200,1236190,247
11.805821418762207,0.12723970413208008,1.73028564453125,93120,500,500,sim_N500_h500.h5ad,2000,1236195,250
11.692240715026855,0.1276381015777588,1.7410659790039062,93120,500,500,sim_N500_h500.h5ad,5000,1236196,251
11.707913398742676,0.14329171180725098,1.7625350952148438,93120,500,500,sim_N500_h500.h5ad,1000,1236194,249
